"regio_inv","TechGroup","TimePeriod","regio_tech","onshored_patents","non_western_share","non_domestic_share","China_share","India_share","reg_label","TechGroup_No","N_patents_state","N_patents_TechGroup","weight_initial_patents","imputed_N_inv_ChinaIndia","N_inv_regiotech","imputed_N_inv_regiotech","ChinaIndia_share_imputed","imputed_N_inv_nonwestern","non_western_share_imputed","imputed_N_inv_anglosaxon","anglosaxon_share_imputed","trend","anglo_saxon_share","N_inv_nonwestern","N_inv_non_domestic","N_inv_anglosaxon","N_inv_China","N_inv_India","N_inv_ChinaIndia","onshored_patents_exclsubsidiaries","onshored_patents_notaxhavens","onshored_patents_twoinv","onshored_patents_worldclass","onshored_patents_excldejp","N_inv_nonwestern_classification","imputed_N_inv_nonwestern_classification","N_offshoring_firms"
"New Hampshire","Computer Science",2015,"NH05",127,30.5302273513174,62.6323524964246,5.83282043817125,16.2822040988439,"NH",5,10367,66958,0.000436157452840475,12.7252020758356,237,76.9428832204448,16.5385043336331,15.5857114771793,20.2562093137653,30.5475571887797,39.7016019028811,11,37.3676475035754,72.3566388226223,148.438675416526,88.5613245834736,13.8237844384659,38.58882371426,52.4126081527259,125,34,107,15,122,72,14.3255332558738,17
"New Hampshire","Consumer Goods & Civil Engineering",1980,"NH010",1,NA,NA,NA,NA,"NH",10,296,27620,0.000436157452840475,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,NA,NA,0
"New Hampshire","Consumer Goods & Civil Engineering",1988,"NH010",2,NA,NA,NA,NA,"NH",10,322,17874,0.000436157452840475,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,0,2,NA,NA,3
"New Hampshire","Consumer Goods & Civil Engineering",1994,"NH010",4,NA,NA,NA,NA,"NH",10,4467,19086,0.000436157452840475,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,2,3,2,4,NA,NA,4
"New Hampshire","Consumer Goods & Civil Engineering",1997,"NH010",4,NA,NA,NA,NA,"NH",10,5900,23579,0.000436157452840475,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,4,4,2,1,4,1,NA,2
"New Hampshire","Consumer Goods & Civil Engineering",2000,"NH010",15,NA,NA,NA,NA,"NH",10,7248,24875,0.000436157452840475,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,11,13,10,5,11,NA,NA,7
"New Hampshire","Consumer Goods & Civil Engineering",2003,"NH010",23,NA,NA,NA,NA,"NH",10,7184,24108,0.000436157452840475,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,19,17,20,3,22,1,NA,11
"New Hampshire","Consumer Goods & Civil Engineering",2006,"NH010",22,NA,NA,NA,NA,"NH",10,7021,21321,0.000436157452840475,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,18,18,15,2,21,NA,NA,10
"New Hampshire","Consumer Goods & Civil Engineering",2009,"NH010",11,NA,NA,NA,NA,"NH",10,8290,20287,0.000436157452840475,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,8,10,9,3,9,2,NA,11
"New Hampshire","Consumer Goods & Civil Engineering",2012,"NH010",5,NA,NA,NA,NA,"NH",10,8361,23529,0.000436157452840475,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,4,3,5,0,5,3,NA,3
"New Hampshire","Consumer Goods & Civil Engineering",2015,"NH010",11,NA,NA,NA,NA,"NH",10,10367,28008,0.000436157452840475,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,10,7,8,6,10,NA,NA,7
"New Hampshire","Electrical Machinery",1988,"NH011",1,NA,NA,NA,NA,"NH",11,322,11078,0.000523388943408571,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,4,NA,0
"New Hampshire","Electrical Machinery",1991,"NH011",1,8.68829786880297,49.6446003071797,1.8698034663287,3.52620551896321,"NH",11,2225,9709,0.000523388943408571,2.03152497144146,556,56.5967718691454,3.58947145631989,2.88486899434064,5.09723240224832,32.031199177945,56.5954525675117,3,50.3553996928203,48.3069361505445,276.023977707919,279.976022292081,10.3961072727876,19.6057026854355,30.001809958223,1,1,1,0,0,44,2.29605623994169,2
"New Hampshire","Electrical Machinery",1994,"NH011",12,13.6943650509741,51.768792576285,3.51896573662831,5.01398289949445,"NH",11,4467,11577,0.000523388943408571,3.85732339413756,857,90.7592352404285,4.25006158758301,5.29533879625113,5.83449032180951,49.9322948354285,55.0162137254174,4,48.231207423715,117.360708486848,443.658552378762,413.341447621238,30.1575363629046,42.9698334486674,73.127369811572,11,6,7,0,7,111,4.4389834881321,5
"New Hampshire","Electrical Machinery",1997,"NH011",24,12.1478394665761,47.9052558313919,3.05159378083843,5.61483686953922,"NH",11,5900,14671,0.000523388943408571,5.91337879065061,1020,116.999807849354,5.05417820708264,7.86922711155206,6.72584618402475,65.4469436258492,55.9376505217146,5,52.0947441686081,123.907962559076,488.633609480197,531.366390519803,31.126256564552,57.2713360693,88.397592633852,21,22,13,5,17,117,6.79909327858244,8
"New Hampshire","Electrical Machinery",2000,"NH011",52,14.501411730459,48.0570518131768,3.72560113003222,6.44115446511826,"NH",11,7248,17006,0.000523388943408571,7.56288809303106,1070,130.307921410386,5.80385905259961,9.95668550790685,7.64089043869384,70.5340098887954,54.1287199775514,6,51.9429481868232,155.165105515911,514.210454400992,555.789545599008,39.8639320913447,68.9203527767654,108.78428486811,50,47,27,4,21,150,8.75925304485676,9
"New Hampshire","Electrical Machinery",2003,"NH011",21,17.5017923239926,49.523662898719,4.65111983765636,7.33688311962516,"NH",11,7184,17749,0.000523388943408571,7.89651890426604,1071,128.214199932747,6.15884894840668,10.4025991962183,8.11345326935304,68.6872589951471,53.5722712704021,7,50.476337101281,187.444195789961,530.39842964528,540.60157035472,49.8134934612997,78.5780182111854,128.391511672485,18,14,12,3,14,177,9.13150587802291,7
"New Hampshire","Electrical Machinery",2006,"NH011",28,18.1125293669049,51.2046296101591,5.87226992918536,6.70040073013846,"NH",11,7021,18121,0.000523388943408571,8.19824134975621,996,121.358505067973,6.7553908522228,10.7412845790393,8.8508708747055,63.3931197191309,52.2362397951625,8,48.7953703898409,180.400792494373,509.998110917185,486.001889082815,58.4878084946862,66.735991272179,125.223799766865,26,24,17,1,12,174,9.64428248909673,13
"New Hampshire","Electrical Machinery",2009,"NH011",29,21.1217618148904,53.2624849670061,6.8135598690418,6.22286242515289,"NH",11,8290,18580,0.000523388943408571,9.36828313284703,952,119.778546380362,7.82133647130565,12.1491576111729,10.1430164067884,60.9046003874382,50.8476703282346,9,46.7375150329939,201.079172477756,507.058856885898,444.941143114102,64.8650899532779,59.2416502874555,124.106740240733,27,24,20,0,17,195,10.942541935189,14
"New Hampshire","Electrical Machinery",2012,"NH011",33,24.4254302474303,54.0742771878226,7.96780813280844,9.46829228816545,"NH",11,8361,20432,0.000523388943408571,11.3181327907585,829,129.374309458616,8.74836189512491,14.2679774094342,11.0284472003294,64.4475348199628,49.814785554916,10,45.9257228121774,202.486816751197,448.27575788705,380.72424211295,66.0531294209819,78.4921430688916,144.545272489874,32,29,16,4,24,195,13.0410045321036,13
"New Hampshire","Electrical Machinery",2015,"NH011",55,22.0988966895023,52.6412592600079,7.3616880290306,8.0944296779523,"NH",11,10367,22857,0.000523388943408571,13.590856414269,965,145.588221165394,9.33513460462526,17.2364312178337,11.839166025837,72.1350011650186,49.5472783358419,11,47.3587407399921,213.254353053697,507.988151859076,457.011848140924,71.0402894801452,78.1112463922396,149.151535872385,49,31,42,7,46,210,15.6274960849264,23
"New Hampshire","Engines, Turbines, Thermal & Environmental Technologies",1980,"NH03",1,NA,NA,NA,NA,"NH",3,296,18104,0.000196270853778214,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,NA,0
"New Hampshire","Engines, Turbines, Thermal & Environmental Technologies",1988,"NH03",1,NA,NA,NA,NA,"NH",3,322,9358,0.000196270853778214,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,NA,NA,1
"New Hampshire","Engines, Turbines, Thermal & Environmental Technologies",1991,"NH03",1,NA,NA,NA,NA,"NH",3,2225,8875,0.000196270853778214,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,NA,0
"New Hampshire","Engines, Turbines, Thermal & Environmental Technologies",1994,"NH03",10,NA,NA,NA,NA,"NH",3,4467,10518,0.000196270853778214,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,5,10,7,1,6,NA,NA,10
"New Hampshire","Engines, Turbines, Thermal & Environmental Technologies",1997,"NH03",5,NA,NA,NA,NA,"NH",3,5900,11106,0.000196270853778214,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2,5,4,1,5,NA,NA,4
"New Hampshire","Engines, Turbines, Thermal & Environmental Technologies",2000,"NH03",9,NA,NA,NA,NA,"NH",3,7248,12710,0.000196270853778214,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2,8,6,0,9,1,NA,5
"New Hampshire","Engines, Turbines, Thermal & Environmental Technologies",2003,"NH03",15,NA,NA,NA,NA,"NH",3,7184,13670,0.000196270853778214,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,4,15,10,2,13,NA,NA,4
"New Hampshire","Engines, Turbines, Thermal & Environmental Technologies",2006,"NH03",13,NA,NA,NA,NA,"NH",3,7021,12896,0.000196270853778214,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,7,9,9,3,13,NA,NA,5
"New Hampshire","Engines, Turbines, Thermal & Environmental Technologies",2009,"NH03",20,NA,NA,NA,NA,"NH",3,8290,13280,0.000196270853778214,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,16,17,13,4,19,1,NA,7
"New Hampshire","Engines, Turbines, Thermal & Environmental Technologies",2012,"NH03",9,NA,NA,NA,NA,"NH",3,8361,16696,0.000196270853778214,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,9,9,4,3,9,NA,NA,3
"New Hampshire","Engines, Turbines, Thermal & Environmental Technologies",2015,"NH03",8,NA,NA,NA,NA,"NH",3,10367,19675,0.000196270853778214,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,8,3,6,1,8,3,NA,3
"New Hampshire","Information & Communication Technology",1980,"NH02",1,NA,NA,NA,NA,"NH",2,296,11329,0.000327118089630357,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,NA,NA,1
"New Hampshire","Information & Communication Technology",1991,"NH02",0,6.4650462099114,41.8054283211553,0.574297438616591,3.25831969442309,"NH",2,2225,8856,0.000327118089630357,1.11015369370422,140,33.9746361147139,3.26759553790608,1.69630422141814,4.9928547157669,19.4431960005448,57.2285629046789,3,58.1945716788447,9.05106469387597,58.5275996496174,81.4724003503826,0.804016414063227,4.56164757219233,5.36566398625556,0,0,0,0,0,7,1.29585086396232,0
"New Hampshire","Information & Communication Technology",1994,"NH02",2,9.37674582939844,52.6132635366133,2.56194724244421,3.28271241696259,"NH",2,4467,12916,0.000327118089630357,1.84943526433182,280,49.9123312677139,3.70536742596141,2.6667903948729,5.3429489810225,27.7981824445705,55.6940173671109,4,47.3867364633867,26.2548883223156,147.317137902517,132.682862097483,7.17345227884378,9.19159476749524,16.365047046339,1,2,2,0,0,24,2.05447124255174,2
"New Hampshire","Information & Communication Technology",1997,"NH02",11,7.32741757962034,42.3789258667352,1.31804462244057,2.91310346648001,"NH",2,5900,25635,0.000327118089630357,3.59882186555271,382,72.5178940289187,4.96266737161116,4.94850056725972,6.82383380477976,40.9575431534019,56.4792230963973,5,57.6210741332648,27.9907351541497,161.887496810929,220.112503189071,5.03493045772299,11.1280552419537,16.1629856996766,4,10,8,1,5,26,4.03518454369848,9
"New Hampshire","Information & Communication Technology",2000,"NH02",32,10.8718053738694,46.7504508801622,1.42889496907829,6.26836075136202,"NH",2,7248,41039,0.000327118089630357,7.19053699919242,427,102.664168708267,7.00394021562207,9.6436394308766,9.39338383801672,53.9510032488395,52.550957094045,6,53.2495491198378,46.4226089464224,199.624425258292,227.375574741708,6.1013815179643,26.7659004083158,32.8672819262801,26,28,25,6,21,40,8.2061463648151,12
"New Hampshire","Information & Communication Technology",2003,"NH02",53,12.9191586594822,45.6932506862701,1.47296773340472,5.96798495549432,"NH",2,7184,44860,0.000327118089630357,8.11610394170751,463,102.2498438776,7.93752208699999,10.6082902965818,10.3748718768516,52.614434099375,51.4567378336128,7,54.3067493137299,59.8157045934027,211.559750677431,251.440249322569,6.81984060566385,27.6317703439387,34.4516109496025,47,27,38,12,44,52,9.20724811823883,17
"New Hampshire","Information & Communication Technology",2006,"NH02",63,13.0581038836595,50.4199333067309,2.84815501098909,4.9659157299135,"NH",2,7021,46620,0.000327118089630357,10.8440907698018,358,94.2837584666378,11.5015469749638,13.5304183651342,14.350741405713,45.0560722916856,47.7877346262438,8,49.5800666932691,46.7480119035008,180.503361238097,177.496638761903,10.1963949393409,17.7779783130903,27.9743732524313,62,52,38,5,36,42,12.2735902728163,16
"New Hampshire","Information & Communication Technology",2009,"NH02",43,15.0648581168546,49.0165368539409,2.88135059799055,7.72071702683712,"NH",2,8290,48448,0.000327118089630357,9.72214527775943,292,82.2130950665322,11.8255434488771,11.9427250683588,14.5265484272232,39.4678079205292,48.00671704257,9,50.9834631460591,43.9893857012155,143.128287613508,148.871712386492,8.4135437461324,22.5444937183644,30.9580374644968,38,39,20,4,26,42,10.8706101260281,18
"New Hampshire","Information & Communication Technology",2012,"NH02",121,15.9120560736011,48.8536924038661,2.83144950859955,6.95391761770294,"NH",2,8361,53467,0.000327118089630357,12.7829696192348,295,94.2671854734112,13.5603599015273,15.4796185074864,16.421004222994,43.4949780859918,46.1401047114745,10,51.1463075961339,46.9405654171232,144.118392591405,150.881607408595,8.35277605036866,20.5140569722237,28.8668330225923,119,117,95,20,107,45,14.2263363571413,19
"New Hampshire","Information & Communication Technology",2015,"NH02",149,21.0738262701011,52.2912965355951,4.12422997732505,10.0014005821376,"NH",2,10367,70288,0.000327118089630357,18.0503730420294,411,125.650910313686,14.3654932518729,21.6902873491494,17.2623399981742,57.996383341202,46.1567554078317,11,47.7087034644049,86.6134259701157,214.917228761296,196.082771238704,16.950585206806,41.1057563925856,58.0563415993915,143,119,104,24,141,84,19.9172280677699,17
"New Hampshire","Instruments",1980,"NH08",1,8.02160340547558,43.5495477799894,2.20677628641785,3.52595143295509,"NH",8,296,30554,0.000894122778322975,0.723165812897312,33,26.3013402507566,2.74953978011257,1.08319506831306,4.11840255282012,16.2790618657561,61.8944194879492,1,56.4504522200106,2.64712912380694,14.3713507673965,18.6286492326035,0.728236174517889,1.16356397287518,1.89180014739307,1,1,0,0,1,2,0.777141503147695,0
"New Hampshire","Instruments",1988,"NH08",0,2.57578222120512,34.3381916010384,0.0092465541100747,0.652139658132367,"NH",8,322,20167,0.000894122778322975,0.816747322041106,31,26.511264831628,3.08075577392568,1.23174247977455,4.64610982387035,15.9133281840443,60.0247792216224,2,65.6618083989616,0.798492488573586,10.6448393963219,20.3551606036781,0.00286643177412316,0.202163294021034,0.205029725795157,0,0,0,0,0,1,0.940476748913281,0
"New Hampshire","Instruments",1991,"NH08",5,8.37815618028844,41.5360134630083,2.80789503260147,4.79614367298563,"NH",8,2225,20201,0.000894122778322975,0.825874761714243,42,23.0806552337032,3.57821194135022,1.22879012879833,5.32389620812847,13.5524883152255,58.7179530996836,3,58.4639865369917,3.51882559572115,17.4451256544635,24.5548743455365,1.17931591369262,2.01438034265396,3.19369625634658,4,4,1,1,2,3,0.924720833002567,1
"New Hampshire","Instruments",1994,"NH08",19,16.8737517381499,49.0219080341916,8.0556373999579,5.46195907545491,"NH",8,4467,23989,0.000894122778322975,0.957179657062021,37,21.5393668636211,4.44386161915766,1.3650541333714,6.33748495029772,11.9773033370809,55.6065710422991,4,50.9780919658084,6.24328814311548,18.1381059726509,18.8618940273491,2.98058583798442,2.02092485791832,5.00151069590274,15,19,10,5,3,6,1.07997274483343,6
"New Hampshire","Instruments",1997,"NH08",35,13.8869901063383,46.6144515798168,5.1985724258625,3.80052416168898,"NH",8,5900,29612,0.000894122778322975,1.18423225452469,78,22.4564058221646,5.27347191666731,1.73079222644899,7.70734301898256,11.896679402415,52.9767741847314,5,53.3855484201832,10.8318522829439,36.3592722322571,41.6407277677429,4.05488649217275,2.96440884611741,7.01929533829016,19,34,22,1,4,9,1.46372362587533,8
"New Hampshire","Instruments",2000,"NH08",55,14.8909166743685,50.9103139242942,2.77423068284806,5.56344004771184,"NH",8,7248,34589,0.000894122778322975,2.11524129047816,77,35.4551568429649,5.96596229949516,3.01538662273215,8.50478996916488,17.2718882186074,48.7147421039672,6,49.0896860757058,11.4660058392637,39.2009417217065,37.7990582782935,2.13615762579301,4.28384883673812,6.42000646253112,32,43,42,3,18,10,2.6044885626929,22
"New Hampshire","Instruments",2003,"NH08",81,13.4962975594623,48.8547513811914,2.34276881112616,4.73708628120412,"NH",8,7184,37380,0.000894122778322975,2.61363974065508,95,39.2117019743479,6.66545854695344,3.73198275916225,9.51752301291002,18.7221403629808,47.7463089340746,7,51.1452486188086,12.8214826814892,46.4120138121318,48.5879861878682,2.22563037056986,4.50023196714392,6.72586233771377,75,36,52,5,50,12,3.15338789177798,15
"New Hampshire","Instruments",2006,"NH08",148,8.72820738246183,37.8131571119152,5.43365897729231,2.22572983941834,"NH",8,7021,35264,0.000894122778322975,2.335906100447,72,34.9248210597108,6.6883838759068,3.26259875556186,9.34177658343278,16.8449163056545,48.2319330336862,8,62.1868428880848,6.28430931537252,27.225473120579,44.774526879421,3.91223446365046,1.6025254843812,5.51475994803167,142,42,87,10,114,5,2.83510052898598,22
"New Hampshire","Instruments",2009,"NH08",111,13.6975708425885,48.221266088163,5.69537958216145,1.99443122249644,"NH",8,8290,31712,0.000894122778322975,2.2397268964303,77,30.0302637267618,7.45823252439287,3.14322507113449,10.4668580327297,13.9860012033649,46.5730215712397,9,51.778733911837,10.5471295487931,37.1303748878855,39.8696251121145,4.38544227826432,1.53571204132226,5.92115431958657,107,41,72,5,84,10,2.66792448177897,24
"New Hampshire","Instruments",2012,"NH08",96,10.4450898882845,44.2889161901507,4.73101496219242,1.7638946260004,"NH",8,8361,30866,0.000894122778322975,2.91408969298493,83,33.2288514195129,8.76975751040766,4.04837902332772,12.1833251839406,15.0471368574675,45.2833493023819,10,55.7110838098493,8.66942460727616,36.7598004378251,46.2401995621749,3.92674241861971,1.46403253958033,5.39077495820004,86,41,76,12,71,8,3.48915867414319,29
"New Hampshire","Instruments",2015,"NH08",133,9.28975108984729,48.9962156181391,5.35119555535697,2.57195258887112,"NH",8,10367,36870,0.000894122778322975,3.91291111047664,86,41.3661910938176,9.45920087639263,5.21570462387188,12.6086170516468,19.0430719569295,46.0353526717996,11,51.0037843818609,7.98918593726867,42.1367454315996,43.8632545684004,4.602028177607,2.21187922642916,6.81390740403616,129,31,108,11,120,8,4.55182210290569,20
"New Hampshire","Machines & Mechanical Engineering",1980,"NH09",1,7.40335393904655,44.9323523077131,0.0159794862007819,6.72125819546661,"NH",9,296,52204,0.00202813215570821,0.579413190258139,45,32.3007637988183,1.79380646806667,0.869974316977278,2.6933552481787,20.9063167781496,64.723908413938,1,55.0676476922869,3.33150927257095,20.2195585384709,24.7804414615291,0.00719076879035185,3.02456618795998,3.03175695675033,1,0,1,1,1,3,0.562270718617468,1
"New Hampshire","Machines & Mechanical Engineering",1988,"NH09",3,6.34506836404157,49.2128528647389,1.89648801584352,3.13903504519195,"NH",9,322,31107,0.00202813215570821,0.60719598612384,53,24.500408320123,2.47830965994608,0.835846198428518,3.41156027894445,15.2289893390012,62.1581042243002,2,50.7871471352611,3.36288623294203,26.0828120183116,26.9171879816884,1.00513864839706,1.66368857395173,2.6688272223488,3,2,1,0,3,3,0.586041409570821,1
"New Hampshire","Machines & Mechanical Engineering",1991,"NH09",21,1.30499762772169,31.541359124033,0.894661260424609,0.0914184275479662,"NH",9,2225,27864,0.00202813215570821,0.536365376271208,35,18.6667147043282,2.87337854982506,0.817186835168103,4.37777535100284,11.4524216914276,61.3521011748907,3,68.458640875967,0.45674916970259,11.0394756934115,23.9605243065885,0.313131441148613,0.0319964496417882,0.345127890790401,20,16,13,5,7,NA,0.567261384985843,6
"New Hampshire","Machines & Mechanical Engineering",1994,"NH09",34,8.3572349144268,33.9899058052569,2.85224008955538,0.603360217912103,"NH",9,4467,32394,0.00202813215570821,0.481928751732459,44,16.6945285103521,2.88674670526706,0.708121346355027,4.2416372880248,9.93697371572947,59.5223381694646,4,66.0100941947431,3.67718336234779,14.955558554313,29.044441445687,1.25498563940437,0.265478495881325,1.52046413528569,31,32,26,5,8,4,0.497962778535534,14
"New Hampshire","Machines & Mechanical Engineering",1997,"NH09",62,6.08923783159667,41.5198405932128,0.891135099100089,1.61286192873539,"NH",9,5900,37923,0.00202813215570821,0.512039576578165,70,18.036940961714,2.83883823573544,0.818796966125735,4.53955561457871,10.373153376207,57.5106022591389,5,58.4801594067872,4.26246648211767,29.0638884152489,40.9361115847511,0.623794569370062,1.12900335011477,1.75279791948483,51,53,37,15,29,4,0.608101736584709,13
"New Hampshire","Machines & Mechanical Engineering",2000,"NH09",111,5.2752259699048,26.7568626717752,2.10302920152025,1.59800123029293,"NH",9,7248,38478,0.00202813215570821,0.669038066382587,116,22.5226977950713,2.97050589796127,1.04797105269624,4.65295526420269,12.9963650072184,57.7034115782629,6,73.2431373282248,6.11926212508957,31.0379606992592,84.9620393007408,2.43951387376349,1.8536814271398,4.29319530090329,89,105,75,16,45,5,0.7827840803847,20
"New Hampshire","Machines & Mechanical Engineering",2003,"NH09",51,5.93439138270628,35.1739184647685,0.0295679868503534,3.64129052917286,"NH",9,7184,37149,0.00202813215570821,0.814684965396264,57,24.1137051448335,3.37851425362897,1.2086820377013,5.01242770632561,13.5861847641657,56.34217007533,7,64.8260815352315,3.38260308814258,20.049133524918,36.950866475082,0.0168537525047014,2.07553560162853,2.09238935413323,38,36,35,10,36,3,0.932857089590836,20
"New Hampshire","Machines & Mechanical Engineering",2006,"NH09",49,9.52871966158754,43.020611754213,1.90715127637383,3.2295093658788,"NH",9,7021,31607,0.00202813215570821,0.885969899677499,63,23.4839314022193,3.77266431460352,1.31437102997711,5.59689520236335,13.0130989147147,55.4127786009665,8,56.979388245787,6.00309338680015,27.1029854051542,35.8970145948458,1.20150530411551,2.03459090050364,3.23609620461916,42,34,34,8,43,5,1.03383050557973,17
"New Hampshire","Machines & Mechanical Engineering",2009,"NH09",38,5.32117334139354,36.3668881877478,0.071193369433035,2.35403713320107,"NH",9,8290,28963,0.00202813215570821,0.665828972735183,48,19.3185857712447,3.44657202457468,1.00842247114432,5.21996011035829,11.1054994175899,57.486089039293,9,63.6331118122522,2.5541632038689,17.4561063301189,30.5438936698811,0.0341728173278568,1.12993782393652,1.16411064126437,28,26,32,7,34,2,0.765895439270052,22
"New Hampshire","Machines & Mechanical Engineering",2012,"NH09",43,6.38315675055857,41.7169969788717,0.0199263046913275,0.319659152380167,"NH",9,8361,32169,0.00202813215570821,0.809707592637562,54,20.6830955469088,3.91482788831664,1.16091961624725,5.61289103758337,11.4121570704199,55.1762527255044,10,58.2830030211283,3.44690464530163,22.5271783685907,31.4728216314093,0.0107602045333168,0.17261594228529,0.183376146818607,39,35,27,5,38,3,0.896968313763979,15
"New Hampshire","Machines & Mechanical Engineering",2015,"NH09",50,10.1935321942265,37.8622158404181,1.64843484844133,2.20384986109262,"NH",9,10367,37646,0.00202813215570821,1.37738739408846,57,27.95311524235,4.92749155915784,1.93378005854646,6.91794113743972,15.2179880055148,54.4411163964259,11,62.1377841595819,5.81031335070909,21.5814630290383,35.4185369709617,0.939607863611556,1.25619442082279,2.19580228443435,49,35,22,9,31,5,1.55276959882223,15
"New Hampshire","Medical Technology",1988,"NH06",1,NA,NA,NA,NA,"NH",6,322,9447,0.000239886599062261,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,2,NA,1
"New Hampshire","Medical Technology",1991,"NH06",7,NA,NA,NA,NA,"NH",6,2225,9837,0.000239886599062261,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,6,5,4,1,5,NA,NA,4
"New Hampshire","Medical Technology",1994,"NH06",6,NA,NA,NA,NA,"NH",6,4467,15516,0.000239886599062261,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,5,3,1,4,NA,NA,3
"New Hampshire","Medical Technology",1997,"NH06",11,NA,NA,NA,NA,"NH",6,5900,20718,0.000239886599062261,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,10,7,10,4,9,NA,NA,8
"New Hampshire","Medical Technology",2000,"NH06",17,0.927955319648223,37.6906019033126,0.108060203017193,0.283281877727488,"NH",6,7248,23136,0.000239886599062261,0.841797903728335,46,21.2410529855407,3.96307049514621,1.36122690057385,6.40847184694879,10.5256941337784,49.5535421004952,6,62.3093980966874,0.426859447038183,17.3376768755238,28.6623231244762,0.0497076933879086,0.130309663754645,0.180017357142553,15,13,11,4,15,NA,1.03709186410425,10
"New Hampshire","Medical Technology",2003,"NH06",25,6.87969247681723,35.2046346055711,2.37721644335338,0.756668828381364,"NH",6,7184,24826,0.000239886599062261,1.33383359640822,42,27.257049526829,4.89353623947936,2.13165150351371,7.82055116206004,13.3850673408281,49.1068093325847,7,64.7953653944289,2.88947084026324,14.7859465343399,27.2140534656601,0.998430906208419,0.317800907920173,1.31623181412859,20,19,22,1,24,2,1.64139850517559,9
"New Hampshire","Medical Technology",2006,"NH06",29,4.49429307548055,44.7302455157796,0.815385903238308,0.291256549218488,"NH",6,7021,25160,0.000239886599062261,1.80830094325273,64,32.3062881298938,5.59736524351573,2.70438327683763,8.37107397161853,15.6735547949803,48.5154925009077,8,55.2697544842204,2.87634756830755,28.627357130099,35.372642869901,0.521846978072517,0.186404191499832,0.70825116957235,25,19,26,8,25,3,2.18291362060712,11
"New Hampshire","Medical Technology",2009,"NH06",35,4.36595262091218,41.7425399692391,0.22590886271789,2.08804221148865,"NH",6,8290,25123,0.000239886599062261,2.15529345364165,45,28.5165970120575,7.55803174106064,3.0126721471973,10.5646271394987,13.435116743637,47.1133239984992,9,58.2574600307609,1.96467867941048,18.7841429861576,26.2158570138424,0.101658988223051,0.939618995169894,1.04127798339294,34,14,31,11,33,1,2.5222936678045,16
"New Hampshire","Medical Technology",2012,"NH06",25,14.7113920059635,47.988266299318,1.92207773889883,2.79035743865798,"NH",6,8361,28937,0.000239886599062261,2.10791207422375,57,29.3176250180141,7.18991416572302,2.99117572359209,10.2026535974663,13.8788109750286,47.3394791239086,10,52.011733700682,8.38549344339922,27.3533117906113,29.6466882093887,1.09558431117233,1.59050374003505,2.68608805120738,24,11,20,4,23,7,2.44774369077775,9
