"regio_inv","TechGroup","TimePeriod","regio_tech","onshored_patents","non_western_share","non_domestic_share","China_share","India_share","reg_label","TechGroup_No","N_patents_state","N_patents_TechGroup","weight_initial_patents","imputed_N_inv_ChinaIndia","N_inv_regiotech","imputed_N_inv_regiotech","ChinaIndia_share_imputed","imputed_N_inv_nonwestern","non_western_share_imputed","imputed_N_inv_anglosaxon","anglosaxon_share_imputed","trend","anglo_saxon_share","N_inv_nonwestern","N_inv_non_domestic","N_inv_anglosaxon","N_inv_China","N_inv_India","N_inv_ChinaIndia","onshored_patents_exclsubsidiaries","onshored_patents_notaxhavens","onshored_patents_twoinv","onshored_patents_worldclass","onshored_patents_excldejp","N_inv_nonwestern_classification","imputed_N_inv_nonwestern_classification","N_offshoring_firms"
"Idaho","Electrical Machinery",1980,"ID011",1,NA,NA,NA,NA,"ID",11,49,18873,6.54236179260713e-05,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,NA,NA,0
"Idaho","Electrical Machinery",1994,"ID011",0,4.62831161856446,26.981008226543,0.0428061091457387,0.135411190302759,"ID",11,282,11577,6.54236179260713e-05,0.0444672756443251,51,16.5734255656435,0.268304675265838,0.209972171367275,1.26692077347332,11.4636292865626,69.1687378759319,4,73.018991773457,2.36043892546788,13.7603141955369,37.2396858044631,0.0218311156643267,0.0690597070544072,0.0908908227187339,0,0,0,0,0,2,NA,0
"Idaho","Electrical Machinery",1997,"ID011",0,7.84849321327426,38.0238726051257,3.26534813072323,1.99481307501926,"ID",11,486,14671,6.54236179260713e-05,0.0668387410418944,58,21.3651823029255,0.312839554066161,0.256400887567289,1.20008752526385,15.0255361212232,70.3272076417797,5,61.9761273948743,4.55212606369907,22.0538461109729,35.9461538890271,1.89390191581947,1.15699158351117,3.05089349933064,0,0,0,0,0,4,NA,0
"Idaho","Electrical Machinery",2000,"ID011",0,2.16323619234862,28.8843707892951,0.0438225207367602,1.43916009746041,"ID",11,456,17006,6.54236179260713e-05,0.0843585414090667,77,23.7953595618965,0.35451677538065,0.32758915218779,1.37669343190913,16.1934424228822,68.0529427628938,6,71.1156292107049,1.66569186810844,22.2409655077572,54.7590344922428,0.0337433409673054,1.10815327504451,1.14189661601182,0,0,0,0,0,1,NA,0
"Idaho","Electrical Machinery",2003,"ID011",0,3.81077773337224,35.8228676510465,2.4710336790296,0.293884483476397,"ID",11,533,17749,6.54236179260713e-05,0.0869024220251658,62,23.413027813806,0.371171224483498,0.359029315333459,1.5334595687011,15.7694589528817,67.3533516394788,7,64.1771323489535,2.36268219469079,22.2101779436488,39.7898220563512,1.53204088099835,0.182208379755366,1.71424926075372,0,0,0,0,0,2,NA,0
"Idaho","Electrical Machinery",2006,"ID011",1,3.7820621042938,37.8848717335191,2.04833274769079,0.204967330150991,"ID",11,568,18121,6.54236179260713e-05,0.0895691114106962,92,22.1611183167603,0.404172344240207,0.378509965254859,1.70799126580446,14.5540121112794,65.6736357039899,8,62.1151282664809,3.4794971359503,34.8540819948375,57.1459180051625,1.88446612787553,0.188569943738912,2.07303607161444,1,1,1,1,1,3,NA,1
"Idaho","Electrical Machinery",2009,"ID011",0,5.30505209147271,35.3561802994729,1.18664382776243,0.506150123655747,"ID",11,424,18580,6.54236179260713e-05,0.103758214969218,66,21.8726041216314,0.474375224789095,0.420642670305881,1.92314855591373,13.9826892192514,63.9278667574061,9,64.6438197005271,3.50133438037199,23.3350789976521,42.6649210023479,0.783184926323202,0.334059081612793,1.11724400793599,0,0,0,0,0,4,NA,0
"Idaho","Electrical Machinery",2012,"ID011",2,8.05732714922019,31.2511073916556,5.32896705778272,0.357423433233298,"ID",11,440,20432,6.54236179260713e-05,0.125767583859836,54,23.6248739011385,0.532352402751978,0.490042602468013,2.0742654734102,14.796088384159,62.629279826319,10,68.7488926083444,4.3509566605789,16.875597991494,37.124402008506,2.87764221120267,0.193008653945981,3.07065086514865,2,2,2,0,2,5,NA,1
"Idaho","Electrical Machinery",2015,"ID011",1,10.7051769674408,35.0977276623982,7.66779999887017,0.428145372621108,"ID",11,460,22857,6.54236179260713e-05,0.154039154353508,63,26.5856751693328,0.579406591603873,0.606023569207144,2.27951167441558,16.5610035482448,62.2929583046598,11,64.9022723376018,6.74426148948771,22.1115684273109,40.8884315726891,4.83071399928821,0.269731584751298,5.10044558403951,1,1,1,0,1,6,NA,1
"Idaho","Engines, Turbines, Thermal & Environmental Technologies",1988,"ID03",1,NA,NA,NA,NA,"ID",3,80,9358,8.72314905680951e-05,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,NA,NA,1
"Idaho","Engines, Turbines, Thermal & Environmental Technologies",2009,"ID03",1,NA,NA,NA,NA,"ID",3,424,13280,8.72314905680951e-05,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,NA,NA,1
"Idaho","Engines, Turbines, Thermal & Environmental Technologies",2012,"ID03",2,NA,NA,NA,NA,"ID",3,440,16696,8.72314905680951e-05,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,2,2,2,0,1,NA,NA,2
"Idaho","Engines, Turbines, Thermal & Environmental Technologies",2015,"ID03",3,NA,NA,NA,NA,"ID",3,460,19675,8.72314905680951e-05,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,2,3,0,0,1,NA,NA,0
"Idaho","Information & Communication Technology",1980,"ID02",1,NA,NA,NA,NA,"ID",2,49,11329,8.72314905680951e-05,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,NA,NA,0
"Idaho","Information & Communication Technology",1997,"ID02",0,8.61163535449921,36.4560590622994,2.50158756342611,0.212384137257447,"ID",2,486,25635,8.72314905680951e-05,0.0427472901607165,38,13.2423980400634,0.322806262365693,0.190944554578384,1.44191825378381,9.40317469378254,71.0080958549522,5,63.5439409377006,3.2724214347097,13.8533024436738,24.1466975563262,0.950603274101923,0.0807059721578298,1.03130924625975,0,0,0,0,0,3,NA,0
"Idaho","Information & Communication Technology",2000,"ID02",0,8.40820913958757,24.7655351107225,0.0259927043665854,2.48505005506229,"ID",2,456,41039,8.72314905680951e-05,0.0858878207410314,38,18.7473699380314,0.458132639537864,0.387625086965479,2.06762382268423,12.3862582907767,66.0693117579632,6,75.2344648892775,3.19511947304328,9.41090334207456,28.5890966579254,0.00987722765930243,0.944319020923672,0.954196248582974,0,0,0,0,0,3,NA,0
"Idaho","Information & Communication Technology",2003,"ID02",0,10.1457939158206,32.4424879025326,4.33616655613615,4.98637806965244,"ID",2,533,44860,8.72314905680951e-05,0.0968547401606846,46,18.671710621127,0.518724513923721,0.425393717364061,2.27827929639575,12.079404113619,64.6936124853565,7,67.5575120974674,4.66706520127748,14.923544435165,31.076455564835,1.99463661582263,2.29373391204012,4.28837052786275,0,0,0,0,0,4,NA,0
"Idaho","Information & Communication Technology",2006,"ID02",1,10.7352602177156,42.1931365269453,1.79468067381549,3.90163177444568,"ID",2,568,46620,8.72314905680951e-05,0.132006652541135,30,17.2170341547773,0.766721209671911,0.434897811905463,2.52597403243687,10.3441292166282,60.0807846673053,8,57.8068634730547,3.22057806531467,12.6579409580836,17.3420590419164,0.538404202144648,1.1704895323337,1.70889373447835,1,1,1,0,1,3,NA,1
"Idaho","Information & Communication Technology",2009,"ID02",3,2.84439008250844,39.4230992579162,0.0281596560967907,1.88871922294476,"ID",2,424,48448,8.72314905680951e-05,0.118875187421491,33,15.0128260556276,0.79182418407446,0.39806107289847,2.65147328972919,9.0611561164055,60.3560987307176,9,60.5769007420838,0.938648727227786,13.0096227551123,19.9903772448877,0.00929268651194093,0.623277343571772,0.632570030083713,2,2,2,0,2,1,NA,2
"Idaho","Information & Communication Technology",2012,"ID02",5,NA,NA,NA,NA,"ID",2,440,53467,8.72314905680951e-05,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,5,4,3,0,5,NA,NA,2
"Idaho","Information & Communication Technology",2015,"ID02",1,5.15823614348641,29.7448410827831,0.0146656644312534,1.85446438858037,"ID",2,460,70288,8.72314905680951e-05,0.224345569079192,48,22.9449488398905,0.977755804315242,0.708788246669913,3.0890818350297,13.315010671474,58.0302478091624,11,70.2551589172169,2.47595334887347,14.2775237197359,33.7224762802641,0.00703951892700161,0.890142906518577,0.897182425445578,0,1,1,1,0,2,NA,1
"Idaho","Instruments",1991,"ID08",1,NA,NA,NA,NA,"ID",8,165,20201,0.000109039363210119,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,NA,NA,1
"Idaho","Instruments",2000,"ID08",1,NA,NA,NA,NA,"ID",8,456,34589,0.000109039363210119,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,NA,0
"Idaho","Instruments",2009,"ID08",1,NA,NA,NA,NA,"ID",8,424,31712,0.000109039363210119,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,NA,NA,0
"Idaho","Instruments",2012,"ID08",1,NA,NA,NA,NA,"ID",8,440,30866,0.000109039363210119,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,NA,NA,1
"Idaho","Instruments",2015,"ID08",3,NA,NA,NA,NA,"ID",8,460,36870,0.000109039363210119,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,3,0,1,1,3,NA,NA,1
"Idaho","Machines & Mechanical Engineering",1997,"ID09",1,NA,NA,NA,NA,"ID",9,486,37923,0.000283502344346309,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,NA,NA,1
"Idaho","Machines & Mechanical Engineering",2000,"ID09",1,NA,NA,NA,NA,"ID",9,456,38478,0.000283502344346309,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,NA,NA,1
"Idaho","Machines & Mechanical Engineering",2006,"ID09",3,NA,NA,NA,NA,"ID",9,568,31607,0.000283502344346309,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,3,2,2,0,3,NA,NA,2
"Idaho","Machines & Mechanical Engineering",2009,"ID09",1,NA,NA,NA,NA,"ID",9,424,28963,0.000283502344346309,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,NA,NA,1
"Idaho","Machines & Mechanical Engineering",2012,"ID09",3,NA,NA,NA,NA,"ID",9,440,32169,0.000283502344346309,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,3,2,2,0,3,1,NA,2
"Idaho","Machines & Mechanical Engineering",2015,"ID09",4,NA,NA,NA,NA,"ID",9,460,37646,0.000283502344346309,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,4,2,3,3,3,1,NA,2
"Idaho","Medical Technology",2003,"ID06",3,NA,NA,NA,NA,"ID",6,533,24826,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,3,1,2,0,3,NA,NA,2
"Idaho","Medical Technology",2009,"ID06",1,NA,NA,NA,NA,"ID",6,424,25123,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,NA,0
"Idaho","Medical Technology",2012,"ID06",5,NA,NA,NA,NA,"ID",6,440,28937,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,5,5,4,2,4,NA,NA,2
"Idaho","Medical Technology",2015,"ID06",4,NA,NA,NA,NA,"ID",6,460,33636,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,4,2,2,1,4,1,NA,2
"Idaho","Pharmaceuticals & Biotechnology",1988,"ID07",2,NA,NA,NA,NA,"ID",7,80,16874,2.18078726420238e-05,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,NA,NA,2
"Idaho","Pharmaceuticals & Biotechnology",1991,"ID07",1,NA,NA,NA,NA,"ID",7,165,16767,2.18078726420238e-05,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,3,NA,3
"Idaho","Pharmaceuticals & Biotechnology",1997,"ID07",1,NA,NA,NA,NA,"ID",7,486,35569,2.18078726420238e-05,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,NA,NA,1
"Idaho","Pharmaceuticals & Biotechnology",2000,"ID07",3,NA,NA,NA,NA,"ID",7,456,36955,2.18078726420238e-05,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,2,3,0,1,NA,NA,3
"Idaho","Pharmaceuticals & Biotechnology",2003,"ID07",2,NA,NA,NA,NA,"ID",7,533,33501,2.18078726420238e-05,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,0,1,NA,1
"Idaho","Pharmaceuticals & Biotechnology",2009,"ID07",6,NA,NA,NA,NA,"ID",7,424,27864,2.18078726420238e-05,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,6,1,5,0,6,1,NA,1
"Idaho","Pharmaceuticals & Biotechnology",2012,"ID07",4,NA,NA,NA,NA,"ID",7,440,28241,2.18078726420238e-05,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,4,3,4,2,4,NA,NA,3
"Idaho","Pharmaceuticals & Biotechnology",2015,"ID07",2,NA,NA,NA,NA,"ID",7,460,32054,2.18078726420238e-05,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,2,5,NA,1
"Idaho","Semiconducturs",1988,"ID013",1,NA,NA,NA,NA,"ID",13,80,4143,4.36157452840475e-05,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,NA,NA,1
"Idaho","Semiconducturs",2000,"ID013",1,NA,NA,NA,NA,"ID",13,456,15282,4.36157452840475e-05,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,2,NA,1
"Idaho","Semiconducturs",2003,"ID013",1,NA,NA,NA,NA,"ID",13,533,16723,4.36157452840475e-05,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,2,NA,0
"Idaho","Semiconducturs",2006,"ID013",6,NA,NA,NA,NA,"ID",13,568,15413,4.36157452840475e-05,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,6,0,2,3,6,7,NA,1
"Idaho","Semiconducturs",2015,"ID013",1,46.0156689360789,70.5107009545173,16.9736856822013,17.6425682639725,"ID",13,460,16247,4.36157452840475e-05,0.0211244496814029,34,1.81582360570687,1.16335362174011,0.0724902768037336,3.9921431011199,0.713799141744283,39.3099384489173,11,29.4892990454827,15.6453274382668,23.9736383245359,10.0263616754641,5.77105313194843,5.99847320975066,11.7695263416991,1,1,1,0,1,15,NA,1
"Illinois","Audiovisual Technologies",1980,"IL01",3,3.35030648961309,39.4238906421204,0.109040212924154,0.348591758448593,"IL",1,2740,8904,0.00102497001417512,2.75340008360088,45,99.7665369649805,2.75984329752507,5.29487036748322,5.30726085976282,59.0772466400093,59.2154929269984,1,60.5761093578796,1.50763792032589,17.7407507889542,27.2592492110458,0.0490680958158691,0.156866291301867,0.205934387117736,3,3,3,1,0,1,4.08206899395754,5
"Illinois","Audiovisual Technologies",1988,"IL01",5,9.09478482272911,45.893156412857,6.46279680249693,0.824047204878298,"IL",1,2467,6411,0.00102497001417512,4.46170305793189,38,101.47859922179,4.39669358086079,8.98323739298631,8.85234666410077,57.2818970468283,56.4472681788147,2,54.106843587143,3.45601823263706,17.4393994368857,20.5606005631143,2.45586278494883,0.313137937853753,2.76900072280259,5,3,1,0,3,3,7.62770127705112,1
"Illinois","Audiovisual Technologies",1991,"IL01",4,6.63262093096457,51.7964450095333,1.41093899201918,2.06568395639455,"IL",1,5876,6121,0.00102497001417512,10.2680336572622,758,386.355382619974,2.65766548601758,23.4944385111407,6.08104340408536,210.635077136343,54.5184787404728,3,48.2035549904667,50.2752666567114,392.617053172263,365.382946827737,10.6949175595054,15.6578843894707,26.3528019489761,3,3,2,2,1,41,18.6616463206556,2
"Illinois","Audiovisual Technologies",1994,"IL01",9,8.56141614385144,51.0054972952047,1.54351222673315,2.65902708481142,"IL",1,8849,8932,0.00102497001417512,20.083672485791,1144,571.102464332036,3.51664959269278,40.2478998269786,7.04740433471124,306.490333928157,53.6664351968135,4,48.9945027047953,97.9426006856605,583.502889057141,560.497110942859,17.6577798738272,30.4192698502427,48.0770497240699,8,9,5,0,6,86,32.9811254483391,4
"Illinois","Audiovisual Technologies",1997,"IL01",7,9.23118124469921,50.0349841772296,2.41582521851447,2.59502007674607,"IL",1,11116,13475,0.00102497001417512,25.3854645203479,1255,660.752269779507,3.8419034911252,49.8581008371064,7.54565714223639,365.108084989787,55.2564253939867,5,49.9650158227704,115.851324620975,627.939051424232,627.060948575768,30.3186064923566,32.5675019631632,62.8861084555199,5,7,3,1,4,105,41.3720428900305,3
"Illinois","Audiovisual Technologies",2000,"IL01",14,10.1780723230684,47.603048050727,2.17864798448218,3.06903541918093,"IL",1,11766,15730,0.00102497001417512,29.5075202255035,1205,691.984435797665,4.26418842665003,57.9374721901623,8.37265539410241,384.724789451044,55.5973183136068,6,52.396951949273,122.645771492974,573.61672901126,631.38327098874,26.2527082130103,36.9818768011302,63.2345850141405,14,10,7,2,6,114,49.4582335105555,6
"Illinois","Audiovisual Technologies",2003,"IL01",17,11.9681089520933,51.173732992367,2.69025175028224,3.16949590575369,"IL",1,11638,15781,0.00102497001417512,34.0511632271705,1147,703.657587548638,4.83916663867662,65.2090927658578,9.26716259722708,382.070695947023,54.2978151174435,7,48.826267007633,137.27420968051,586.962717422449,560.037282577551,30.8571875757373,36.3541180389948,67.2113056147321,14,11,13,3,13,125,55.260515470082,10
"Illinois","Audiovisual Technologies",2006,"IL01",23,13.2734245768102,48.8128593596283,3.118966197874,4.82638779379554,"IL",1,11352,14645,0.00102497001417512,36.9555269507027,1041,614.630350194553,6.01264271102215,67.0218240186526,10.9044117325865,328.870148920603,53.5069816868795,8,51.1871406403717,138.176349844595,508.14186593373,532.85813406627,32.4684381198684,50.2426969334115,82.7111350532799,16,17,13,5,14,133,58.9520986650089,13
"Illinois","Audiovisual Technologies",2009,"IL01",27,15.3646638237936,51.0096152057494,4.17858888233471,5.27100796827595,"IL",1,11203,13748,0.00102497001417512,38.7711682382471,991,578.728923476005,6.69936591476658,68.5573562491613,11.8461949054467,307.212557810973,53.0840166006858,9,48.9903847942506,152.263818493794,505.505286688977,485.494713311023,41.409815823937,52.2356889656146,93.6455047895516,15,25,16,3,17,146,61.3668283213175,13
"Illinois","Audiovisual Technologies",2012,"IL01",50,15.2729276479248,50.4994610082977,2.86270194177022,6.26579686723864,"IL",1,12364,14601,0.00102497001417512,42.7241455306969,1085,601.037613488975,7.10839797241417,74.6822117833625,12.4255471050869,319.950824295821,53.2330784488731,10,49.5005389917023,165.711264979984,547.91915194003,537.08084805997,31.0603160682069,67.9838960095392,99.0442120777461,43,43,27,13,45,160,66.4180878976545,15
"Illinois","Audiovisual Technologies",2015,"IL01",25,17.2463860529746,51.0214192989732,4.12468025401497,6.943516113343,"IL",1,14543,15479,0.00102497001417512,48.2053767964195,1137,659.766536964981,7.30642948612869,85.6159754376573,12.9767077656746,345.984428676226,52.4404329852502,11,48.9785807010268,196.091409422321,580.113537429325,556.886462570675,46.8976144881502,78.9477782087099,125.84539269686,19,21,11,5,18,190,76.8299512046261,6
"Illinois","Chemistry & Materials",1980,"IL04",12,7.356580789694,41.4529525558437,0.938465858421968,3.46301762750667,"IL",4,2740,32850,0.00754552393414022,10.9964804774102,275,283.839169909209,3.87419413639337,20.1792204659762,7.10938538624914,168.356923539943,59.3141966958946,1,58.5470474441563,20.2305971716585,113.99561952857,161.00438047143,2.58078111066041,9.52329847564334,12.1040795863038,8,8,9,1,8,18,17.2349969741301,6
"Illinois","Chemistry & Materials",1988,"IL04",31,9.43767914580328,47.3378323519574,3.11042503829138,3.14807378322342,"IL",4,2467,19761,0.00754552393414022,10.1723392814467,202,235.226977950713,4.32447815725376,18.890722938587,8.03084880108656,132.873941369426,56.4875434471922,2,52.6621676480426,19.0641118745226,95.622421350954,106.377578649046,6.2830585773486,6.3591090421113,12.6421676194599,21,29,20,4,28,17,15.7046807269098,16
"Illinois","Chemistry & Materials",1991,"IL04",20,9.10577976328671,44.92729914765,1.66667095000899,3.76258960686168,"IL",4,5876,17903,0.00754552393414022,7.49367040413209,109,160.259403372244,4.67596299901735,13.971768622443,8.71822078982161,87.5026692479157,54.6006458321002,3,55.07270085235,9.92529994198251,48.9707560709385,60.0292439290615,1.8166713355098,4.10122267147923,5.91789400698903,17,18,11,1,18,10,11.8492610897874,11
"Illinois","Chemistry & Materials",1994,"IL04",45,14.5055573862762,47.073600698444,2.35970148305439,4.63944342166792,"IL",4,8849,20883,0.00754552393414022,7.53409924298592,100,142.931258106355,5.27113476982046,13.8955524222377,9.72184293788139,76.4632461085562,53.496517921685,4,52.926399301556,14.5055573862762,47.073600698444,52.926399301556,2.35970148305439,4.63944342166792,6.99914490472231,35,36,24,13,38,15,11.9519796199672,17
"Illinois","Chemistry & Materials",1997,"IL04",102,7.90383872861591,46.1827163790389,0.813770403044822,2.51445286321825,"IL",4,11116,24893,0.00754552393414022,9.15034204306679,64,145.421530479896,6.29228836532688,16.3554431736821,11.2469199847564,72.0879179976026,49.5716953051655,5,53.8172836209611,5.05845678631418,29.5569384825849,34.4430615174151,0.520813057948686,1.60924983245968,2.13006289040837,64,58,72,14,87,4,14.6007780661031,34
"Illinois","Chemistry & Materials",2000,"IL04",101,14.954706405969,54.5763387917219,5.49980551256757,4.95824058570546,"IL",4,11766,24944,0.00754552393414022,13.4310238700235,98,194.241245136187,6.91460964462346,24.906861028457,12.8226427971023,93.972238277648,48.3791370940616,6,45.4236612082781,14.6556122778496,53.4848120158874,44.5151879841126,5.38980940231622,4.85907577399135,10.2488851763076,57,74,78,11,90,14,21.5561001949547,47
"Illinois","Chemistry & Materials",2003,"IL04",137,17.5870158726922,52.5177787026171,6.14702385363907,7.69389840114428,"IL",4,11638,24566,0.00754552393414022,15.7436542998048,143,212.19195849546,7.41953390290312,29.4679697979592,13.887411194515,97.9114894444139,46.1428840841339,7,47.4822212973829,25.1494326979498,75.1004235447424,67.8995764552576,8.79024411070387,11.0022747136363,19.7925188243402,85,103,106,15,127,25,26.0020015794319,46
"Illinois","Chemistry & Materials",2006,"IL04",104,17.3922462645241,54.9168335675247,5.66760082567485,5.96232437657083,"IL",4,11352,23063,0.00754552393414022,19.1750014525257,214,242.853437094682,7.89570931419424,36.5039760466533,15.0312783229917,112.81331057164,46.4532484782817,8,45.0831664324753,37.2194070060815,117.522023834503,96.4779761654971,12.1286657669442,12.7593741658616,24.8880399328058,75,74,70,17,81,37,32.5369343350148,38
"Illinois","Chemistry & Materials",2009,"IL04",80,21.3953912223119,56.3551469035955,8.07673681748736,6.99391599632515,"IL",4,11203,22977,0.00754552393414022,15.8510430896501,146,190.142671854734,8.33639442163724,28.7085358362886,15.0984182331368,86.5576709048886,45.5224858578916,9,43.6448530964045,31.2372711845753,82.2785144792494,63.7214855207506,11.7920357535315,10.2111173546347,22.0031531081663,53,58,50,10,62,30,25.8347575231786,36
"Illinois","Chemistry & Materials",2012,"IL04",133,18.0363505787947,58.7205037545052,3.10842854164598,6.20931942448962,"IL",4,12364,26136,0.00754552393414022,19.403587886362,131,211.309987029831,9.18252287035668,34.8271706006528,16.4815544642176,96.4577387974238,45.6475059003276,10,41.2794962454948,23.6276192582211,76.9238599184019,54.0761400815981,4.07204138955623,8.1342084460814,12.2062498356376,105,92,107,22,110,23,31.1552972620774,46
"Illinois","Chemistry & Materials",2015,"IL04",113,17.5865297713684,48.9447335957358,2.30447788333163,6.39038273387937,"IL",4,14543,26540,0.00754552393414022,23.6817974461663,219,258.002594033722,9.17889896993474,43.8208723202018,16.9846634621333,113.656199133196,44.052347442034,11,51.0552664042642,38.5145001992969,107.188966574661,111.811033425339,5.04680656449628,13.9949381871958,19.0417447516921,86,82,78,28,101,38,39.3999700093508,31
"Illinois","Computer Science",1980,"IL05",1,4.6977129333106,38.7789907748584,1.86249759998489,0.665661821328456,"IL",5,2740,7000,0.00126485661323738,5.07868920171423,64,116.472114137484,4.36043360191723,8.75225680558027,7.51446547561513,72.0248885781676,61.838740638939,1,61.2210092251416,3.00653627731879,24.8185540959093,39.1814459040907,1.19199846399033,0.426023565650212,1.61802202964054,1,1,0,0,1,3,7.50413396716802,0
"Illinois","Computer Science",1988,"IL05",1,2.17756566209304,37.6429383967093,0.346680854886827,0.729693269948939,"IL",5,2467,6161,0.00126485661323738,6.56521614389666,64,132.503242542153,4.95475885566202,12.5294847997865,9.45598353625238,75.2618009002556,56.799969160236,2,62.3570616032907,1.39364202373955,24.0914805738939,39.9085194261061,0.221875747127569,0.467003692767321,0.68887943989489,1,1,1,0,0,1,10.7081313423419,1
"Illinois","Computer Science",1991,"IL05",5,21.3709175928813,58.547549892256,3.13322671709911,13.0293787572412,"IL",5,5876,8125,0.00126485661323738,9.55118758327388,43,163.78728923476,5.8314583676783,18.0197751228824,11.0019374562419,91.7242818285469,56.0020757759025,3,41.452450107744,9.18949456493897,25.1754464536701,17.8245535463299,1.34728748835262,5.60263286561371,6.94992035396633,4,5,4,0,3,9,15.7128926285273,4
"Illinois","Computer Science",1994,"IL05",11,5.15527571768867,38.3880912667932,0.101040724764487,2.04216973681191,"IL",5,8849,12718,0.00126485661323738,10.9803125806462,68,177.016861219196,6.20297552731403,22.3929738890188,12.6501926058276,91.9770641094379,51.9594932798774,4,61.6119087332068,3.5055874880283,26.1039020614194,41.8960979385806,0.0687076928398511,1.3886754210321,1.45738311387195,6,11,9,1,3,3,19.6942349085383,5
"Illinois","Computer Science",1997,"IL05",14,17.8983187341683,49.2475583960454,5.0299687782764,7.30411813879088,"IL",5,11116,26449,0.00126485661323738,18.8876816936657,152,237.509727626459,7.95238236446933,33.6730962742647,14.1775651089221,119.315907537069,50.236219261184,5,50.7524416039546,27.2054444759358,74.8562887619889,77.1437112380111,7.64555254298013,11.1022595709621,18.7478121139423,12,13,9,0,4,25,29.7365687563211,4
"Illinois","Computer Science",2000,"IL05",37,14.5624262238049,47.7307341896703,3.5440440735486,5.3455858749621,"IL",5,11766,36128,0.00126485661323738,32.6436022664829,236,370.376134889754,8.81363543474516,62.1308561959132,16.7750700823116,174.359631231243,47.076367726323,6,52.2692658103297,34.3673258881797,112.644532687622,123.355467312378,8.36394401357469,12.6155826649106,20.9795266784853,37,16,17,5,30,31,55.0388592109645,11
