"TechGroup","regio_inv","TimePeriod","non_western_share","onshored_patents","reg_label","TechGroup_No","regio_tech","N_patents_TechGroup","imputed_N_inv_ChinaIndia","N_inv_regiotech","imputed_N_inv_regiotech","ChinaIndia_share_imputed","imputed_N_inv_nonwestern","non_western_share_imputed","imputed_N_inv_anglosaxon","anglosaxon_share_imputed","N_inv_nonwestern"
"Consumer Goods & Civil Engineering","Indiana","1985",NA,1,"IN","08","IN08",23275,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Colorado","1985",NA,3,"CO","08","CO08",23275,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","North Carolina","1985",2.85098440884339,2,"NC","08","NC08",23275,0.436020323608964,94,27.9496565307201,1.56002032844205,0.915346623484096,3.27498344202555,21.2445331338013,76.0099971548879,2.67992534431279
"Consumer Goods & Civil Engineering","Minnesota","2010",5.23708891491689,23,"MN","08","MN08",51537,5.3246885868053,92,163.409473026853,3.25849443620095,14.0645958768797,8.60696483279676,93.975960758905,57.5094937999476,4.81812180172354
"Consumer Goods & Civil Engineering","Kentucky","1990",NA,6,"KY","08","KY08",30562,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Indiana","2010",4.20868503305258,18,"IN","08","IN08",51537,4.75235455906777,30,109.239876062833,4.35038442952304,8.07397503022597,7.39105107148046,65.0303769590839,59.5298889955526,1.26260550991577
"Consumer Goods & Civil Engineering","Utah","2000",3.89067513977385,6,"UT","08","UT08",39912,0.304385186798878,42,13.792981697651,2.20681208364625,0.713786790737705,5.17499991216017,8.60674746592102,62.3994699230755,1.63408355870502
"Consumer Goods & Civil Engineering","Virginia","2010",11.5514308442726,41,"VA","08","VA08",51537,3.96910329154583,75,61.7610606715665,6.42654651391555,7.51332587519607,12.1651503285387,36.5884887781687,59.2420019674521,8.66357313320442
"Consumer Goods & Civil Engineering","Arkansas","2010",NA,6,"AR","08","AR08",51537,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Washington","2000",5.40497576348859,5,"WA","08","WA08",39912,1.27830097540505,82,38.1537205168852,3.35039665355657,2.42726511528242,6.36180451709347,21.7519114777276,57.0112460411329,4.43208012606064
"Consumer Goods & Civil Engineering","Georgia","2005",10.4961257869402,19,"GA","08","GA08",34033,0.45585299865962,69,25.3599942354806,1.79752800582993,1.55416789841957,6.12842370541696,16.4469370102613,64.8538673058954,7.24232679298871
"Consumer Goods & Civil Engineering","New Mexico","2010",NA,1,"NM","08","NM08",51537,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","South Carolina","1980",NA,1,"SC","08","SC08",27620,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Kentucky","2005",NA,21,"KY","08","KY08",34033,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Colorado","1980",NA,8,"CO","08","CO08",27620,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","North Carolina","1980",0.860536339700494,0,"NC","08","NC08",27620,0.253962567381102,43,25.783638372484,0.984975679972798,0.63000497205476,2.44342929013111,19.9529820803415,77.3862159874032,0.370030626071213
"Consumer Goods & Civil Engineering","Louisiana","1995",4.17612232624552,2,"LA","08","LA08",40225,0.24682596866356,52,11.5012729980305,2.14607521016002,0.536445435227734,4.66422660621653,7.08996361376911,61.6450336843864,2.17158360964767
"Consumer Goods & Civil Engineering","Washington","2010",12.0680372566968,13,"WA","08","WA08",51537,3.46606867642812,208,71.5398952778979,4.84494513580726,6.55445065745705,9.16195170819887,39.2662236604036,54.8871696105695,25.1015174939294
"Consumer Goods & Civil Engineering","South Dakota","2010",NA,2,"SD","08","SD08",51537,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","New Mexico","1995",NA,1,"NM","08","NM08",40225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Illinois","1990",8.37904951992419,12,"IL","08","IL08",30562,1.66197607981132,43,76.7833981841764,2.16449925259211,4.72800293081895,6.15758489807671,44.6898025494797,58.2024286581907,3.6029912935674
"Consumer Goods & Civil Engineering","Massachusetts","1980",2.96986413493934,1,"MA","08","MA08",27620,0.806351487912649,50,66.466205505116,1.21317514936306,2.64316375046624,3.97670324397079,38.4129044628227,57.7931358814608,1.48493206746967
"Consumer Goods & Civil Engineering","New Jersey","2005",10.8132816750032,56,"NJ","08","NJ08",34033,20.7183114157858,72,239.896094538118,8.63636878110734,36.2977258094995,15.130603055204,115.092010366,47.9757749235525,7.78556280600228
"Consumer Goods & Civil Engineering","Indiana","2005",3.90974469933625,6,"IN","08","IN08",34033,2.53164602664805,34,66.8653264159101,3.78618659677352,4.0839496903456,6.10772415129324,40.0446212757343,59.8884704856626,1.32931319777433
"Consumer Goods & Civil Engineering","Maryland","2005",NA,7,"MD","08","MD08",34033,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Utah","1985",NA,6,"UT","08","UT08",23275,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Kentucky","1980",NA,5,"KY","08","KY08",27620,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Oregon","2010",13.1363267465914,30,"OR","08","OR08",51537,0.413105029366547,259,33.0679012345679,1.24926292248237,2.36803107855699,7.16111694467487,19.7882537563194,59.8412751264467,34.0230862736716
"Consumer Goods & Civil Engineering","Michigan","1995",7.29153063798459,30,"MI","08","MI08",40225,2.49773807841402,137,89.573473603305,2.78847964462758,5.05604092325175,5.64457391218687,52.0248770746516,58.0806738667462,9.98939697403889
"Consumer Goods & Civil Engineering","Rhode Island","1980",NA,1,"RI","08","RI08",27620,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Illinois","1980",4.73309263555341,3,"IL","08","IL08",27620,0.884287774227154,94,83.3722438391699,1.06065008389722,2.77844924023076,3.33258301838506,50.78368769111,60.9119838361011,4.4491070774202
"Consumer Goods & Civil Engineering","Minnesota","1995",4.60983441956138,15,"MN","08","MN08",40225,0.997852582147469,62,61.8924436758419,1.61223652336893,2.6868262876267,4.34112167504454,37.6675985641539,60.8597695082712,2.85809734012805
"Consumer Goods & Civil Engineering","South Carolina","1985",NA,3,"SC","08","SC08",23275,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","California","2005",11.4081883135818,109,"CA","08","CA08",34033,29.3996680789967,480,413.084378152472,7.11710963520028,59.6635763476215,14.4434356521706,206.827142197951,50.0689818198861,54.7593039051929
"Consumer Goods & Civil Engineering","Massachusetts","1985",4.07418988222198,8,"MA","08","MA08",23275,1.37768525348655,54,72.0498630926647,1.9121275105196,3.73191189675523,5.17962385571163,40.8993612253078,56.7653559212269,2.20006253639987
"Consumer Goods & Civil Engineering","Oklahoma","1980",1.81938844976233,1,"OK","08","OK08",27620,0.140869707368109,32,16.4042609405774,0.858738518476348,0.36008811267577,2.19508891001033,12.8444413747998,78.2994212377344,0.582204303923945
"Consumer Goods & Civil Engineering","Idaho","1985",NA,1,"ID","08","ID08",23275,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Mississippi","2000",NA,1,"MS","08","MS08",39912,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Arizona","1980",NA,1,"AZ","08","AZ08",27620,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Rhode Island","1990",NA,10,"RI","08","RI08",30562,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Kansas","2000",NA,7,"KS","08","KS08",39912,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Texas","2000",9.55230186789487,79,"TX","08","TX08",39912,5.31363635551684,402,146.850650910314,3.61839482670189,10.1022590004803,6.87927424077272,93.2099309845157,63.472603224239,38.4002535089374
"Consumer Goods & Civil Engineering","Maryland","1990",NA,10,"MD","08","MD08",30562,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Washington","2005",10.8791180061973,13,"WA","08","WA08",34033,1.89144266706863,122,43.7893068165442,4.31941678134538,3.48114076401297,7.94975078869654,24.1794854795085,55.2177854306048,13.2725239675607
"Consumer Goods & Civil Engineering","New Mexico","2000",NA,1,"NM","08","NM08",39912,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Utah","1995",NA,3,"UT","08","UT08",40225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Kentucky","1995",NA,12,"KY","08","KY08",40225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Missouri","1980",NA,1,"MO","08","MO08",27620,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Washington","1995",5.04966139891571,6,"WA","08","WA08",40225,0.655592875555401,50,27.0962194360379,2.41949943276391,1.26363861891816,4.66352371370867,15.7387521024116,58.084679080651,2.52483069945785
"Consumer Goods & Civil Engineering","Rhode Island","2000",NA,11,"RI","08","RI08",39912,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Rhode Island","1995",NA,15,"RI","08","RI08",40225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","New Jersey","2000",10.1149959477404,41,"NJ","08","NJ08",39912,13.825785826908,83,209.022001248979,6.61451222564807,26.3092459930964,12.5868309727634,103.53699310089,49.5340167457111,8.3954466366245
"Consumer Goods & Civil Engineering","Michigan","1990",3.18294984678888,9,"MI","08","MI08",30562,1.69654495069063,115,65.3369841956094,2.59660737571147,3.81402911780414,5.83747346890927,40.6773480921698,62.2577680818383,3.66039232380722
"Consumer Goods & Civil Engineering","Alaska","2000",NA,2,"AK","08","AK08",39912,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Alaska","2010",NA,2,"AK","08","AK08",51537,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Massachusetts","2005",9.31469199241445,68,"MA","08","MA08",34033,6.60599453667563,111,135.62083873757,4.87092883230017,14.277361244153,10.5274096348719,66.4196432730795,48.974511506748,10.33930811158
"Consumer Goods & Civil Engineering","New Jersey","1995",2.24743988892324,7,"NJ","08","NJ08",40225,7.18930091644632,41,148.444396406783,4.84309350199077,13.4913751059605,9.08850413523867,74.9149365338553,50.4666651939932,0.921450354458528
"Consumer Goods & Civil Engineering","Vermont","1985",NA,5,"VT","08","VT08",23275,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Vermont","1990",NA,1,"VT","08","VT08",30562,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Kentucky","2000",NA,21,"KY","08","KY08",39912,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Alabama","2010",NA,5,"AL","08","AL08",51537,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Idaho","1995",NA,2,"ID","08","ID08",40225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Virginia","2005",14.2457340137644,69,"VA","08","VA08",34033,2.09126767570917,51,37.8037181150022,5.53191003421238,3.67080188847452,9.71016098815366,22.5305810097808,59.598849354555,7.26532434701983
"Consumer Goods & Civil Engineering","Maryland","1980",NA,1,"MD","08","MD08",27620,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Pennsylvania","2010",9.77975791008933,73,"PA","08","PA08",51537,22.5791614041237,114,368.378993130614,6.1293292574145,41.9184337843959,11.3791596605871,203.09156925436,55.1311483666362,11.1489240175018
"Consumer Goods & Civil Engineering","New Jersey","2010",15.7930546851629,63,"NJ","08","NJ08",51537,38.2552094378243,127,391.925397511649,9.76083960894299,72.1393375750139,18.4063952050644,186.903423746827,47.688520553525,20.0571794501569
"Consumer Goods & Civil Engineering","Nebraska","2000",NA,5,"NE","08","NE08",39912,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Oregon","2000",11.2623968348714,14,"OR","08","OR08",39912,0.13179537512899,61,17.6358024691358,0.747317142838513,0.852496652257716,4.83389771318691,10.9618981374143,62.1570702926538,6.87006206927156
"Consumer Goods & Civil Engineering","Oregon","1995",NA,8,"OR","08","OR08",40225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Rhode Island","2010",NA,52,"RI","08","RI08",51537,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Maryland","2000",NA,13,"MD","08","MD08",39912,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Florida","1995",2.27906465449175,13,"FL","08","FL08",40225,0.862284978043838,85,41.9601527597637,2.05500914875291,1.96938685124199,4.69346921236776,23.749051232402,56.5990580834478,1.93720495631798
"Consumer Goods & Civil Engineering","Michigan","2000",11.1660536570426,48,"MI","08","MI08",39912,4.72861752299338,98,126.126867464092,3.7490961426911,9.8273416467254,7.79163222262951,71.901540440051,57.0073148455235,10.9427325839017
"Consumer Goods & Civil Engineering","Kentucky","1985",NA,4,"KY","08","KY08",23275,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Washington","1990",7.54164332524272,1,"WA","08","WA08",30562,0.429139822113919,37,19.7646154585195,2.17125308111643,0.885158964996579,4.47850334783535,12.3058570015939,62.2620613460482,2.7904080303398
"Consumer Goods & Civil Engineering","Missouri","1985",NA,1,"MO","08","MO08",23275,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Mississippi","2005",NA,2,"MS","08","MS08",34033,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Michigan","1985",3.34176590619555,5,"MI","08","MI08",23275,1.52650752910886,113,76.9033962626699,1.9849676390038,3.14616115600329,4.0910561937438,49.2161694838257,63.9973939716834,3.77619547400097
"Consumer Goods & Civil Engineering","Nebraska","2010",NA,1,"NE","08","NE08",51537,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Kansas","1995",NA,1,"KS","08","KS08",40225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","California","2000",11.4508081792891,67,"CA","08","CA08",39912,20.1016571234083,485,359.92133832925,5.58501399686939,44.9700254953416,12.4944038339299,186.062093508726,51.6952105069468,55.5364196695522
"Consumer Goods & Civil Engineering","Texas","1995",7.38189427393577,64,"TX","08","TX08",40225,2.76983642911434,298,104.291204304174,2.65586771923342,5.24484732126943,5.02904090163958,67.4427164136951,64.6676935640636,21.9980449363286
"Consumer Goods & Civil Engineering","Maryland","1995",NA,1,"MD","08","MD08",40225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Maine","2010",NA,8,"ME","08","ME08",51537,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","New Hampshire","2005",NA,20,"NH","08","NH08",34033,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Kansas","2010",6.27651288223295,8,"KS","08","KS08",51537,0.665799037534734,35,16.0836095498871,4.13961204087677,1.79739198193733,11.1753022626065,8.18267268791836,50.8758476294632,2.19677950878153
"Consumer Goods & Civil Engineering","Minnesota","2000",12.5814600080145,19,"MN","08","MN08",39912,1.90726545693483,63,87.149685353317,2.18849379570622,5.07169600793351,5.81952302796292,52.0589093858663,59.7350514517777,7.92631980504915
"Consumer Goods & Civil Engineering","Georgia","2010",12.0676778603592,57,"GA","08","GA08",51537,0.877971087940381,100,41.4313782005092,2.11909698898114,3.41434460751376,8.24096314389994,26.7089681341977,64.465555562594,12.0676778603592
"Consumer Goods & Civil Engineering","Virginia","2000",8.24273436244915,37,"VA","08","VA08",39912,1.3298114196782,44,32.9384637555844,4.03725999350152,2.59746115904838,7.8857993448708,20.2685538566093,61.5346058851121,3.62680311947762
"Consumer Goods & Civil Engineering","Tennessee","2000",NA,14,"TN","08","TN08",39912,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Illinois","1985",8.80141784500605,6,"IL","08","IL08",23275,1.51450643354589,90,90.3761348897536,1.67578137236493,3.81845169762541,4.22506638758495,54.0709018564877,59.8287389944776,7.92127606050545
"Consumer Goods & Civil Engineering","Tennessee","1990",NA,2,"TN","08","TN08",30562,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Massachusetts","2000",10.4242592840995,31,"MA","08","MA08",39912,4.37659849171715,87,118.166738723159,3.7037482281462,11.2805138172069,9.54626821311782,59.7512383827465,50.565192056905,9.0691055771666
"Consumer Goods & Civil Engineering","New Hampshire","2010",NA,16,"NH","08","NH08",51537,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","New Jersey","1985",4.12932218330861,3,"NJ","08","NJ08",23275,4.24148135990502,31,127.447086515828,3.32803320645407,8.21246281171331,6.44382153898305,70.8704454607298,55.6077407481009,1.28008987682567
"Consumer Goods & Civil Engineering","New Jersey","1990",NA,11,"NJ","08","NJ08",30562,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Wisconsin","2005",4.65405547628801,36,"WI","08","WI08",34033,1.6980953866108,92,44.0255800547629,3.85706533451362,3.18061058234441,7.22446036687781,22.0392466803245,50.0600938202521,4.28173103818497
"Consumer Goods & Civil Engineering","Missouri","1995",NA,8,"MO","08","MO08",40225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","West Virginia","2000",NA,1,"WV","08","WV08",39912,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","West Virginia","2010",NA,3,"WV","08","WV08",51537,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Idaho","2010",NA,5,"ID","08","ID08",51537,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Utah","2010",2.38310714877024,21,"UT","08","UT08",51537,0.876842453369528,108,25.8624441562185,3.39040830044169,2.04618564606666,7.91180305197361,15.5367711629163,60.0746436379663,2.57375572067185
"Consumer Goods & Civil Engineering","Louisiana","1990",NA,3,"LA","08","LA08",30562,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Washington","1985",11.2797079961376,1,"WA","08","WA08",23275,0.37438215441226,32,23.2634865734736,1.60931231537388,0.740557180476832,3.18334561819835,14.8890518246629,64.0018071996151,3.60950655876404
"Consumer Goods & Civil Engineering","Massachusetts","1990",1.03146339175272,21,"MA","08","MA08",30562,1.54314327903318,49,61.2134313301629,2.52092268886223,4.66937958357378,7.62803110707658,33.803474970883,55.222316796063,0.505417061958831
"Consumer Goods & Civil Engineering","Pennsylvania","2005",6.41059674788526,32,"PA","08","PA08",34033,12.1034877282889,71,225.483427006773,5.36779482596975,20.6310102397766,9.14967920864393,125.060400314185,55.463233805839,4.55152369099854
"Consumer Goods & Civil Engineering","Illinois","1995",9.71728217757094,22,"IL","08","IL08",40225,2.40815298031516,52,105.26588845655,2.28768598795341,6.20724529680065,5.89673006879411,57.1566631841146,54.2974215314839,5.05298673233689
"Consumer Goods & Civil Engineering","Oregon","2005",6.69265764156027,15,"OR","08","OR08",34033,0.213974963499329,145,20.2407407407407,1.05714986541297,1.10948060306097,5.48142292454643,12.1852765497348,60.2017322676741,9.7043535802624
"Consumer Goods & Civil Engineering","California","1995",8.17392101082405,36,"CA","08","CA08",40225,10.179508474707,346,255.610918960465,3.98242317507629,23.1991916231526,9.07597833359412,134.626566883008,52.6685508704072,28.2817666974512
"Consumer Goods & Civil Engineering","New Hampshire","2000",NA,45,"NH","08","NH08",39912,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Oklahoma","1985",1.41995614944291,2,"OK","08","OK08",23275,0.240353583433449,49,17.7823413556228,1.35164193863284,0.540302628081836,3.03842231614225,13.6758585395088,76.9069621711228,0.695778513227026
"Consumer Goods & Civil Engineering","Florida","1990",3.9701714217727,5,"FL","08","FL08",30562,0.584852167768589,35,30.6067156650814,1.91086222438376,1.44625749361966,4.72529463613655,18.568970810887,60.6695962222173,1.38955999762044
"Consumer Goods & Civil Engineering","Arizona","1990",NA,1,"AZ","08","AZ08",30562,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Mississippi","2010",NA,2,"MS","08","MS08",51537,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Michigan","2005",17.8530158810956,35,"MI","08","MI08",34033,7.18891989963594,112,144.756737282029,4.96620746959072,13.4852916008797,9.31583002911041,79.9259529354305,55.2139779026043,19.9953777868271
"Consumer Goods & Civil Engineering","Georgia","1990",NA,6,"GA","08","GA08",30562,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Massachusetts","2010",12.1750409891287,107,"MA","08","MA08",51537,12.2495782287991,219,221.567805159245,5.52859122289682,31.624761639266,14.2731754807684,107.862037445553,48.6812772135512,26.6633397661918
"Consumer Goods & Civil Engineering","Rhode Island","2005",NA,22,"RI","08","RI08",34033,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Iowa","2005",6.7228832775839,8,"IA","08","IA08",34033,0.620887740350728,32,22.2884421386367,2.78569375324096,0.834050605341702,3.74207672368401,13.4108902707149,60.1697067354356,2.15132264882685
"Consumer Goods & Civil Engineering","New Hampshire","1995",NA,10,"NH","08","NH08",40225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Oklahoma","2010",5.79003398562193,10,"OK","08","OK08",51537,2.18030010273833,55,54.6842724696162,3.9870697812607,4.77659634131029,8.73486310705565,36.0667238239362,65.954473187836,3.18451869209206
"Consumer Goods & Civil Engineering","New Hampshire","1990",NA,4,"NH","08","NH08",30562,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Colorado","2010",8.36622255746188,13,"CO","08","CO08",51537,2.60252391397534,60,91.3549022433588,2.84880597545003,6.11464526226745,6.69328641606857,54.4832091835571,59.6390646212069,5.01973353447713
"Consumer Goods & Civil Engineering","Florida","2010",10.3782189179248,26,"FL","08","FL08",51537,4.61890117176424,172,110.783902579622,4.1692890972536,10.4603758135447,9.44214418338132,59.2509209971605,53.4833307163699,17.8505365388306
"Consumer Goods & Civil Engineering","West Virginia","1995",NA,1,"WV","08","WV08",40225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Missouri","2005",6.4029922943998,5,"MO","08","MO08",34033,1.92913835142758,30,35.0471970024499,5.50440125437915,3.7771277435273,10.7772605702626,18.928338728367,54.0081385882124,1.92089768831994
"Consumer Goods & Civil Engineering","Missouri","2010",4.27824343873586,16,"MO","08","MO08",51537,3.52813916417846,35,57.2576499975981,6.16186512077681,7.01907988103474,12.2587634688626,30.7386351400163,53.6847655139632,1.49738520355755
"Consumer Goods & Civil Engineering","Minnesota","2005",3.16586936418282,16,"MN","08","MN08",34033,2.87420836117531,67,100.02233751261,2.87356647790096,6.6259031524128,6.6244234209958,57.8688289010132,57.8559053308643,2.12113247400249
"Consumer Goods & Civil Engineering","New Mexico","1985",NA,1,"NM","08","NM08",23275,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Iowa","2010",NA,11,"IA","08","IA08",51537,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Michigan","1980",3.47180379844661,4,"MI","08","MI08",27620,0.892628124039698,75,70.9436037853677,1.25822213196309,2.17167641480257,3.06113067130441,46.2240964105438,65.1561154834901,2.60385284883496
"Consumer Goods & Civil Engineering","Vermont","1995",NA,5,"VT","08","VT08",40225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Vermont","2000",NA,2,"VT","08","VT08",39912,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Texas","2010",17.9049848575426,331,"TX","08","TX08",51537,14.7553625733908,1222,275.351395494067,5.35873898402259,27.7660638569812,10.083865312235,168.261166433872,61.1077950529206,218.798914959171
"Consumer Goods & Civil Engineering","Wisconsin","1990",NA,6,"WI","08","WI08",30562,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Florida","1985",3.93487851855725,2,"FL","08","FL08",23275,0.525624466542772,35,36.0249315463323,1.45905750262636,1.19780158031185,3.32492395931784,22.4668926916784,62.3648449207554,1.37720748149504
"Consumer Goods & Civil Engineering","Florida","2005",6.74765435665036,13,"FL","08","FL08",34033,2.48204012248469,105,67.8104193687851,3.6602636373419,5.34604732486395,7.88381398408645,36.4857287089478,53.805490437275,7.08503707448288
"Consumer Goods & Civil Engineering","South Carolina","1990",NA,12,"SC","08","SC08",30562,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","West Virginia","1980",NA,1,"WV","08","WV08",27620,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Missouri","2000",NA,12,"MO","08","MO08",39912,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","New Jersey","1980",1.77329509339966,6,"NJ","08","NJ08",27620,2.48492645805314,59,117.570303117644,2.1135664297528,5.6416619420622,4.79854333318932,66.5619112172383,56.6145612048262,1.0462441051058
"Consumer Goods & Civil Engineering","Nebraska","1995",NA,3,"NE","08","NE08",40225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Kansas","2005",NA,17,"KS","08","KS08",34033,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Massachusetts","1995",9.61361521694238,30,"MA","08","MA08",40225,2.29375730782391,79,83.9203055195273,2.73325662201049,5.96683333581395,7.11011869996772,43.2334385730218,51.517255931536,7.59475602138448
"Consumer Goods & Civil Engineering","New York","2000",8.9602086098013,41,"NY","08","NY08",39912,19.4653224081454,177,340.638612672335,5.71436169711899,37.2884439391544,10.9466286416046,177.079252995166,51.9844921883535,15.8595692393483
"Consumer Goods & Civil Engineering","New York","1980",1.57662626680231,12,"NY","08","NY08",27620,3.6585327143259,122,191.601767785944,1.9094462209833,8.48996541148798,4.43104753656182,113.840794128469,59.415315131983,1.92348404549882
"Consumer Goods & Civil Engineering","Louisiana","1985",NA,1,"LA","08","LA08",23275,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Kansas","1985",NA,1,"KS","08","KS08",23275,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Kentucky","2010",NA,18,"KY","08","KY08",51537,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Consumer Goods & Civil Engineering","Ohio","1990",3.49293482498917,13,"OH","08","OH08",30562,2.22824381673166,66,91.0736417351203,2.44663963610054,5.04468199662078,5.53912405445781,59.2104544412481,65.0138210278848,2.30533698449285
"Consumer Goods & Civil Engineering","Tennessee","1985",NA,2,"TN","08","TN08",23275,NA,NA,NA,NA,NA,NA,NA,NA,NA
