"","organization","IPC1_US","IPC2_US","IPC3_US","organization_cleaned","pot_parent","pot_parent_country","IPC1","IPC2","IPC3","pot_parent_cleaned","name_diff_lv","name_diff_osa","name_diff_dl","name_diff_cosine","name_diff_jw","name_diff_jac","match"
"3558","elekta","A61N","G06T","G06F","elekta","elta systems","IL","H01Q","G01S","H04B","elta",2,2,2,0.116116523516816,0.111111111111111,0.2,NA
"3559","elenza","A61F","A61B","G02C","elenza","elta systems","IL","H01Q","G01S","H04B","elta",3,3,3,0.292893218813453,0.25,0.5,NA
"3560","elfab","H01R","H05K","C25D","elfab","elta systems","IL","H01Q","G01S","H04B","elta",2,2,2,0.329179606750063,0.216666666666667,0.5,NA
"3561","elisha","C23F","C09D","C23C","elisha","elta systems","IL","H01Q","G01S","H04B","elta",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"3562","elisha holding","C23C","C25D","C09D","elisha","elta systems","IL","H01Q","G01S","H04B","elta",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"3563","elith","B82Y","H01J","G03F","elith","elta systems","IL","H01Q","G01S","H04B","elta",2,2,2,0.329179606750063,0.216666666666667,0.5,NA
"3564","elitra pharmaceuticals","A61K","C12N","C12Q","elitra","elta systems","IL","H01Q","G01S","H04B","elta",2,2,2,0.183503419072274,0.111111111111111,0.333333333333333,NA
"3565","eliza","G10L","H04M","H04L","eliza","elta systems","IL","H01Q","G01S","H04B","elta",2,2,2,0.329179606750063,0.216666666666667,0.5,NA
"3566","elkay manufacturing","B67D","E03C","C22F","elkay","elta systems","IL","H01Q","G01S","H04B","elta",2,2,2,0.329179606750063,0.216666666666667,0.5,NA
"3567","ellis","D06F","D06B","B08B","ellis","elta systems","IL","H01Q","G01S","H04B","elta",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"3568","ellman","A61B","A61N",NA,"ellman","elta systems","IL","H01Q","G01S","H04B","elta",3,3,3,0.292893218813453,0.25,0.5,NA
"3569","elm","H01L","G11C","G01R","elm","elta systems","IL","H01Q","G01S","H04B","elta",2,2,2,0.422649730810374,0.277777777777778,0.6,NA
"3570","eloy","G06F","H04N","H04L","eloy","elta systems","IL","H01Q","G01S","H04B","elta",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"3571","elster solutions","H04W","G01D","G01R","elster","elta systems","IL","H01Q","G01S","H04B","elta",3,3,3,0.292893218813453,0.25,0.5,NA
"3572","eltech systems","C25B","C25D","H01M","eltech","elta systems","IL","H01Q","G01S","H04B","elta",3,3,3,0.292893218813453,0.25,0.5,NA
"3573","eltra","F02P","H01R","G03G","eltra","elta systems","IL","H01Q","G01S","H04B","elta",1,1,1,0.105572809000084,0.0666666666666668,0.2,NA
"3574","eltron","B41J","H01M","B01D","eltron","elta systems","IL","H01Q","G01S","H04B","elta",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"3575","elux","H01L","B01L","G02F","elux","elta systems","IL","H01Q","G01S","H04B","elta",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"3576","elwah","A61B","G06F","B64C","elwah","elta systems","IL","H01Q","G01S","H04B","elta",2,2,2,0.329179606750063,0.216666666666667,0.5,NA
"3577","elwha","A61B","G06F","G06Q","elwha","elta systems","IL","H01Q","G01S","H04B","elta",2,2,2,0.329179606750063,0.216666666666667,0.5,NA
"3578","elxsi","G06F","H03K","H01B","elxsi","elta systems","IL","H01Q","G01S","H04B","elta",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"3579","embarq","H04L","H04M","H04W","embarq","embraer","BR","B64D","B64C","G05D","embraer",3,3,3,0.138359563144671,0.217460317460317,0.166666666666667,NA
"3580","ember","A47J","H04L","A47G","ember","embraer","BR","B64D","B64C","G05D","embraer",2,2,2,0.0883153883228964,0.161904761904762,0.2,NA
"3581","embrex","A01K","A61K","G01N","embrex","embraer","BR","B64D","B64C","G05D","embraer",2,2,2,0.147197134577558,0.150793650793651,0.333333333333333,NA
"3582","embro","A61B","A61G","A01N","embro","embraer","BR","B64D","B64C","G05D","embraer",3,3,3,0.19096016504411,0.20952380952381,0.333333333333333,NA
"3583","emerald therapeutics","G01N","C07H","G16B","emerald","embraer","BR","B64D","B64C","G05D","embraer",3,3,3,0.19596974779263,0.285714285714286,0.428571428571429,NA
"3584","empower","G06F","B62K","A63C","empower","embraer","BR","B64D","B64C","G05D","embraer",3,3,3,0.296473529318552,0.285714285714286,0.625,NA
"3585","empower semiconductor","H02M","H03K",NA,"empower","embraer","BR","B64D","B64C","G05D","embraer",3,3,3,0.296473529318552,0.285714285714286,0.625,NA
"3586","emware","H04L","G06F","H04M","emware","embraer","BR","B64D","B64C","G05D","embraer",4,3,3,0.147197134577558,0.217460317460317,0.333333333333333,NA
"3587","embarq","H04L","H04M","H04W","embarq","embrapa","BR","C12R","A01N",NA,"embrapa",3,3,3,0.183503419072274,0.217460317460317,0.285714285714286,NA
"3588","embrex","A01K","A61K","G01N","embrex","embrapa","BR","C12R","A01N",NA,"embrapa",3,3,3,0.41074434901121,0.253968253968254,0.428571428571429,NA
"3589","embro","A61B","A61G","A01N","embro","embrapa","BR","C12R","A01N",NA,"embrapa",3,3,3,0.403715206000056,0.20952380952381,0.428571428571429,NA
"3590","emerald therapeutics","G01N","C07H","G16B","emerald","embrapa","BR","C12R","A01N",NA,"embrapa",3,3,3,0.333333333333333,0.285714285714286,0.5,NA
"3591","embarq","H04L","H04M","H04W","embarq","emcure pharmaceuticals","IN","C07D","C07C","A61K","emcure",3,3,3,0.422649730810374,0.333333333333333,0.625,NA
"3592","ember","A47J","H04L","A47G","ember","emcure pharmaceuticals","IN","C07D","C07C","A61K","emcure",3,3,3,0.198216274262727,0.261111111111111,0.5,NA
"3593","embrex","A01K","A61K","G01N","embrex","emcure pharmaceuticals","IN","C07D","C07C","A61K","emcure",3,3,3,0.25,0.222222222222222,0.571428571428571,NA
"3594","embro","A61B","A61G","A01N","embro","emcure pharmaceuticals","IN","C07D","C07C","A61K","emcure",3,3,3,0.367544467966324,0.3,0.571428571428571,NA
"3595","emc","G06F","H04L","G06Q","emc","emcure pharmaceuticals","IN","C07D","C07C","A61K","emcure",3,3,3,0.183503419072274,0.166666666666667,0.4,NA
"3596","emc ip holding","G06F","H04L","G06Q","emc ip","emcure pharmaceuticals","IN","C07D","C07C","A61K","emcure",3,3,3,0.422649730810374,0.333333333333333,0.625,NA
"3597","emcon","F01N","F16K","F02D","emcon","emcure pharmaceuticals","IN","C07D","C07C","A61K","emcure",3,3,3,0.367544467966324,0.3,0.571428571428571,NA
"3598","emcore","G02B","H01L","H04B","emcore","emcure pharmaceuticals","IN","C07D","C07C","A61K","emcure",1,1,1,0.125,0.111111111111111,0.333333333333333,NA
"3599","emery","C07D","C07C","B01J","emery","emcure pharmaceuticals","IN","C07D","C07C","A61K","emcure",3,3,3,0.198216274262727,0.3,0.5,NA
"3600","emhart","C03B","F16B","B21J","emhart","emcure pharmaceuticals","IN","C07D","C07C","A61K","emcure",3,3,3,0.422649730810374,0.333333333333333,0.625,NA
"3601","emulex","H04L","G06F","H04J","emulex","emcure pharmaceuticals","IN","C07D","C07C","A61K","emcure",3,3,3,0.25,0.222222222222222,0.571428571428571,NA
"3602","emware","H04L","G06F","H04M","emware","emcure pharmaceuticals","IN","C07D","C07C","A61K","emcure",2,2,2,0.25,0.222222222222222,0.571428571428571,NA
"3603","emulate","B01L","C12M","C12N","emulate","emirates","AE","G06Q",NA,NA,"emirates",3,3,3,0.262135212627378,0.220238095238095,0.555555555555556,NA
"3604","enerize","G01N","H01M","C08G","enerize","enbridge","CA","H01M","E01C",NA,"enbridge",3,3,3,0.210647782623674,0.220238095238095,0.5,NA
"3605","automotive engine associates","F02M","F16C","F02D","engine","encana","CA","E21B","C02F","B01D","encana",3,3,3,0.4,0.333333333333333,0.666666666666667,NA
"3606","enanta pharmaceuticals","C07D","C07H","A61K","enanta","encana","CA","E21B","C02F","B01D","encana",2,2,2,0.1,0.111111111111111,0.4,NA
"3607","encad","B41J","D06P","H05B","encad","encana","CA","E21B","C02F","B01D","encana",2,2,2,0.151471862576143,0.177777777777778,0.2,NA
"3608","encap","A01C","C05G","B01J","encap","encana","CA","E21B","C02F","B01D","encana",2,2,2,0.151471862576143,0.177777777777778,0.2,NA
"3609","encell","H01M","C23C","H02J","encell","encana","CA","E21B","C02F","B01D","encana",3,3,3,0.5,0.333333333333333,0.4,NA
"3610","enchi","C12P","C12N","C08B","enchi","encana","CA","E21B","C02F","B01D","encana",3,3,3,0.434314575050762,0.3,0.5,NA
"3611","encite","H01M","B01J","A61M","encite","encana","CA","E21B","C02F","B01D","encana",3,3,3,0.440983005625053,0.333333333333333,0.5,NA
"3612","endacea","A61K","C07D","A01N","endacea","encana","CA","E21B","C02F","B01D","encana",3,3,3,0.141883669678967,0.217460317460317,0.2,NA
"3613","endeca","G06F",NA,NA,"endeca","encana","CA","E21B","C02F","B01D","encana",3,3,3,0.217376207875074,0.222222222222222,0.2,NA
"3614","endura","E06B","H02M","E05C","endura","encana","CA","E21B","C02F","B01D","encana",3,3,3,0.354502775632097,0.333333333333333,0.571428571428571,NA
"3615","eneura","A61N",NA,NA,"eneura","encana","CA","E21B","C02F","B01D","encana",3,3,3,0.329179606750063,0.333333333333333,0.5,NA
"3616","enfora","G06F","H04L","G01S","enfora","encana","CA","E21B","C02F","B01D","encana",3,3,3,0.354502775632097,0.333333333333333,0.571428571428571,NA
"3617","engage medical","A61F","A61B",NA,"engage","encana","CA","E21B","C02F","B01D","encana",3,3,3,0.4,0.333333333333333,0.4,NA
"3618","engate","G06F","H04L","G10L","engate","encana","CA","E21B","C02F","B01D","encana",3,3,3,0.329179606750063,0.333333333333333,0.5,NA
"3619","engine intellectual property","F02D","F01N","F02M","engine","encana","CA","E21B","C02F","B01D","encana",3,3,3,0.4,0.333333333333333,0.666666666666667,NA
"3620","enpac","B65D","B62B","B65G","enpac","encana","CA","E21B","C02F","B01D","encana",3,3,3,0.151471862576143,0.261111111111111,0.2,NA
"3621","enpath medical","A61M","A61N",NA,"enpath","encana","CA","E21B","C02F","B01D","encana",3,3,3,0.354502775632097,0.333333333333333,0.571428571428571,NA
"3622","ensar","A47J","B67B","B26B","ensar","encana","CA","E21B","C02F","B01D","encana",3,3,3,0.292893218813453,0.3,0.5,NA
"3623","ensenta","G06Q",NA,NA,"ensenta","encana","CA","E21B","C02F","B01D","encana",3,3,3,0.237229928603526,0.253968253968254,0.5,NA
"3624","envia systems","H01M","H01B","C01B","envia","encana","CA","E21B","C02F","B01D","encana",3,3,3,0.292893218813453,0.3,0.5,NA
"3625","enzon","C07K","A61K","C07D","enzon","encana","CA","E21B","C02F","B01D","encana",3,3,3,0.402385695332803,0.3,0.666666666666667,NA
"3626","enzon pharmaceuticals","A61K","C08G","C12N","enzon","encana","CA","E21B","C02F","B01D","encana",3,3,3,0.402385695332803,0.3,0.666666666666667,NA
"3627","enel x north america","G05F","H02J","G05B","enel x","enea software ab","SE","G06F",NA,NA,"enea ab",3,3,3,0.360397850933169,0.253968253968254,0.571428571428571,NA
"3628","eneura","A61N",NA,NA,"eneura","enea software ab","SE","G06F",NA,NA,"enea ab",3,3,3,0.253797492755364,0.253968253968254,0.571428571428571,NA
"3629","encad","B41J","D06P","H05B","encad","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.49290744716289,0.4,0.714285714285714,NA
"3630","encap","A01C","C05G","B01J","encap","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.49290744716289,0.4,0.714285714285714,NA
"3631","encell","H01M","C23C","H02J","encell","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.402385695332803,0.3,0.666666666666667,NA
"3632","enchi","C12P","C12N","C08B","enchi","enkei","JP","G01M",NA,NA,"enkei",2,2,2,0.323876596217187,0.266666666666667,0.5,NA
"3633","endeca","G06F",NA,NA,"endeca","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.331846895218939,0.3,0.714285714285714,NA
"3634","endo pharmaceuticals","A61K","A61B","C07D","endo","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"3635","endo pharmaceuticals solutions","A61K","A61M","B29C","endo","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"3636","engel","B23P","B21D","F24F","engel","enkei","JP","G01M",NA,NA,"enkei",2,2,2,0.285714285714286,0.266666666666667,0.666666666666667,NA
"3637","engis","B24D","B24B","G01N","engis","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.323876596217187,0.266666666666667,0.5,NA
"3638","eni","H01J","H03F","G05B","eni","enkei","JP","G01M",NA,NA,"enkei",2,2,2,0.12712843905603,0.311111111111111,0.25,NA
"3639","enig associates","F41B","F41A","F42C","enig","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.244071053981546,0.366666666666667,0.4,NA
"3640","enki","B05C","C09D","C08G","enki","enkei","JP","G01M",NA,NA,"enkei",1,1,1,0.055088817476932,0.0666666666666668,0,NA
"3641","enodis","A47J","A21B","A23C","enodis","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.382786600151632,0.3,0.571428571428571,NA
"3642","enovix","H01M","C23C","H01B","enovix","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.382786600151632,0.3,0.571428571428571,NA
"3643","enpac","B65D","B62B","B65G","enpac","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.49290744716289,0.4,0.714285714285714,NA
"3644","ensar","A47J","B67B","B26B","ensar","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.49290744716289,0.4,0.714285714285714,NA
"3645","ensci","H01M","C03C","C22B","ensci","enkei","JP","G01M",NA,NA,"enkei",2,2,2,0.323876596217187,0.266666666666667,0.5,NA
"3646","ensco","G01S","E21B","B61K","ensco","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.49290744716289,0.4,0.714285714285714,NA
"3647","enseo","H04N",NA,NA,"enseo","enkei","JP","G01M",NA,NA,"enkei",2,2,2,0.285714285714286,0.266666666666667,0.666666666666667,NA
"3648","ensim","G06F","H04L",NA,"ensim","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.323876596217187,0.266666666666667,0.5,NA
"3649","ensys","G01N","G06N","C07K","ensys","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.571428571428572,0.4,0.666666666666667,NA
"3650","entech","C12N","H01L","F24S","entech","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.331846895218939,0.3,0.714285714285714,NA
"3651","entefy","G06F","H04L",NA,"entefy","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.331846895218939,0.3,0.714285714285714,NA
"3652","entek","H01M","A01N","A01M","entek","enkei","JP","G01M",NA,NA,"enkei",2,2,2,0.142857142857143,0.266666666666667,0.4,NA
"3653","entek manufacturing","B29C","H01M","B29B","entek","enkei","JP","G01M",NA,NA,"enkei",2,2,2,0.142857142857143,0.266666666666667,0.4,NA
"3654","entit software","G06F","H04L","G06Q","entit","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.428571428571429,0.266666666666667,0.4,NA
"3655","enuvis","G01S",NA,NA,"enuvis","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.382786600151632,0.3,0.571428571428571,NA
"3656","enverid systems","B01D","F24F","F24H","enverid","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.244071053981546,0.20952380952381,0.571428571428571,NA
"3657","envia systems","H01M","H01B","C01B","envia","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.323876596217187,0.266666666666667,0.5,NA
"3658","envoy medical","H04R","A61F","A61N","envoy","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.49290744716289,0.4,0.714285714285714,NA
"3659","envy medical","A61B","A61K","A45D","envy","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"3660","enxnet","G11B","G06K","H01Q","enxnet","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.282862834399364,0.3,0.666666666666667,NA
"3661","enzo diagnostics","C12Q","G01N","C07H","enzo","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"3662","enzo therapeutics","A61K","A01K","C12N","enzo","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"3663","enzon","C07K","A61K","C07D","enzon","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.428571428571429,0.4,0.666666666666667,NA
"3664","enzon pharmaceuticals","A61K","C08G","C12N","enzon","enkei","JP","G01M",NA,NA,"enkei",3,3,3,0.428571428571429,0.4,0.666666666666667,NA
"3665","encad","B41J","D06P","H05B","encad","enocean","DE","H05B","H04B","H02K","enocean",3,3,3,0.19096016504411,0.20952380952381,0.333333333333333,NA
"3666","encap","A01C","C05G","B01J","encap","enocean","DE","H05B","H04B","H02K","enocean",3,3,3,0.19096016504411,0.20952380952381,0.333333333333333,NA
"3667","encell","H01M","C23C","H02J","encell","enocean","DE","H05B","H04B","H02K","enocean",3,3,3,0.332576187528085,0.253968253968254,0.5,NA
"3668","endacea","A61K","C07D","A01N","endacea","enocean","DE","H05B","H04B","H02K","enocean",3,3,3,0.181818181818182,0.290476190476191,0.333333333333333,NA
"3669","endeca","G06F",NA,NA,"endeca","enocean","DE","H05B","H04B","H02K","enocean",4,3,3,0.147197134577558,0.217460317460317,0.333333333333333,NA
"3670","endoclear","A61B","A61M",NA,"endoclear","enocean","DE","H05B","H04B","H02K","enocean",3,3,3,0.181818181818182,0.158730158730159,0.375,NA
"3671","automotive engine associates","F02M","F16C","F02D","engine","enwave","CA","A61K","F26B","A23L","enwave",3,3,3,0.329179606750063,0.333333333333333,0.714285714285714,NA
"3672","enable medical","A61B",NA,NA,"enable","enwave","CA","A61K","F26B","A23L","enwave",3,3,3,0.25,0.222222222222222,0.571428571428571,NA
"3673","encad","B41J","D06P","H05B","encad","enwave","CA","A61K","F26B","A23L","enwave",3,3,3,0.367544467966324,0.3,0.571428571428571,NA
"3674","encap","A01C","C05G","B01J","encap","enwave","CA","A61K","F26B","A23L","enwave",3,3,3,0.367544467966324,0.3,0.571428571428571,NA
"3675","encite","H01M","B01J","A61M","encite","enwave","CA","A61K","F26B","A23L","enwave",3,3,3,0.375,0.333333333333333,0.75,NA
"3676","endacea","A61K","C07D","A01N","endacea","enwave","CA","A61K","F26B","A23L","enwave",3,3,3,0.253797492755364,0.253968253968254,0.571428571428571,NA
"3677","endgate","H03F","H01L","H01P","endgate","enwave","CA","A61K","F26B","A23L","enwave",3,3,3,0.292893218813453,0.253968253968254,0.625,NA
"3678","endure medical","G02B","A61B",NA,"endure","enwave","CA","A61K","F26B","A23L","enwave",3,3,3,0.375,0.333333333333333,0.75,NA
"3679","endwave","H01P","H01L","H03F","endwave","enwave","CA","A61K","F26B","A23L","enwave",1,1,1,0.0571909584179368,0.0476190476190477,0.166666666666667,NA
"3680","enevate","H01M",NA,NA,"enevate","enwave","CA","A61K","F26B","A23L","enwave",3,3,3,0.117477391878172,0.217460317460317,0.333333333333333,NA
"3681","engage medical","A61F","A61B",NA,"engage","enwave","CA","A61K","F26B","A23L","enwave",2,2,2,0.329179606750063,0.222222222222222,0.5,NA
"3682","engate","G06F","H04L","G10L","engate","enwave","CA","A61K","F26B","A23L","enwave",2,2,2,0.25,0.222222222222222,0.571428571428571,NA
"3683","engine intellectual property","F02D","F01N","F02M","engine","enwave","CA","A61K","F26B","A23L","enwave",3,3,3,0.329179606750063,0.333333333333333,0.714285714285714,NA
"3684","enpac","B65D","B62B","B65G","enpac","enwave","CA","A61K","F26B","A23L","enwave",3,3,3,0.367544467966324,0.3,0.571428571428571,NA
"3685","enpath medical","A61M","A61N",NA,"enpath","enwave","CA","A61K","F26B","A23L","enwave",3,3,3,0.422649730810374,0.333333333333333,0.625,NA
"3686","enphase energy","H02M","H02J","H02S","enphase","enwave","CA","A61K","F26B","A23L","enwave",3,3,3,0.292893218813453,0.253968253968254,0.625,NA
"3687","ensar","A47J","B67B","B26B","ensar","enwave","CA","A61K","F26B","A23L","enwave",3,3,3,0.367544467966324,0.3,0.571428571428571,NA
"3688","ensure medical","A61B",NA,"A61F","ensure","enwave","CA","A61K","F26B","A23L","enwave",3,3,3,0.375,0.333333333333333,0.75,NA
"3689","envivo pharmaceuticals","A61K","C07D","A61B","envivo","enwave","CA","A61K","F26B","A23L","enwave",3,3,3,0.375,0.333333333333333,0.571428571428571,NA
"3690","envy medical","A61B","A61K","A45D","envy","enwave","CA","A61K","F26B","A23L","enwave",3,3,3,0.292893218813453,0.25,0.5,NA
"3691","ep","A61B","A61M","A61N","ep","epcos","DE","H01L","H03H","H01G","epcos",3,3,3,0.367544467966324,0.2,0.6,NA
"3692","epic","H01L","D21G","H04R","epic","epcos","DE","H01L","H03H","H01G","epcos",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"3693","epic systems","G06Q","G16H","G06F","epic","epcos","DE","H01L","H03H","H01G","epcos",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"3694","epic therapeutics","A61K","G01N",NA,"epic","epcos","DE","H01L","H03H","H01G","epcos",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"3695","epica","A61B",NA,NA,"epica","epcos","DE","H01L","H03H","H01G","epcos",3,3,3,0.4,0.266666666666667,0.571428571428571,NA
