"organization";"organization_cleaned";"eq_firm";"name_diff";"match";"classified"
"philips";"philips";"philips";0;1;"auto"
"wavin";"wavin";"wavin";0;1;"auto"
"air new zealand";"air new zealand";"air new zealand";0;1;"auto"
"bank of new zealand";"bank of new zealand";"bank of new zealand";0;1;"auto"
"eurekster";"eurekster";"eurekster";0;1;"auto"
"fletcher challenge";"fletcher challenge";"fletcher challenge";0;1;"auto"
"fletcher building";"fletcher building";"fletcher building";0;1;"auto"
"macpac wilderness equipment";"macpac wilderness equipment";"macpac wilderness equipment";0;1;"auto"
"pacific edge";"pacific edge";"pacific edge";0;1;"auto"
"rakon";"rakon";"rakon";0;1;"auto"
"norsk hydro";"norsk hydro";"norsk hydro";0;1;"auto"
"statoil";"statoil";"statoil";0;1;"auto"
"tine";"tine";"tine";0;1;"auto"
"san miguel";"san miguel";"san miguel";0;1;"auto"
"smart communications";"smart communications";"smart communications";0;1;"auto"
"grupa azoty";"grupa azoty";"grupa azoty";0;1;"auto"
"grupa lotos";"grupa lotos";"grupa lotos";0;1;"auto"
"orange polska";"orange polska";"orange polska";0;1;"auto"
"rasgas";"rasgas";"rasgas";0;1;"auto"
"airtricity";"airtricity";"airtricity";0;1;"auto"
"bord na mona";"bord na mona";"bord na mona";0;1;"auto"
"openet";"openet";"openet";0;1;"auto"
"paddy power";"paddy power";"paddy power";0;1;"auto"
"vodafone ireland";"vodafone ireland";"vodafone ireland";0;1;"auto"
"samba financial";"samba financial";"samba financial";0;1;"auto"
"saudi aramco";"saudi aramco";"saudi aramco";0;1;"auto"
"saudi oger";"saudi oger";"saudi oger";0;1;"auto"
"singapore airlines";"singapore airlines";"singapore airlines";0;1;"auto"
"starhub";"starhub";"starhub";0;1;"auto"
"anglo american platinum";"anglo american platinum";"anglo american platinum";0;1;"auto"
"eskom";"eskom";"eskom";0;1;"auto"
"illovo sugar";"illovo sugar";"illovo sugar";0;1;"auto"
"telkom";"telkom";"telkom";0;1;"auto"
"tongaat hulett";"tongaat hulett";"tongaat hulett";0;1;"auto"
"transnet";"transnet";"transnet";0;1;"auto"
"acerinox";"acerinox";"acerinox";0;1;"auto"
"almirall";"almirall";"almirall";0;1;"auto"
"astilleros y talleres del noroeste";"astilleros y talleres del noroeste";"astilleros y talleres del noroeste";0;1;"auto"
"balay";"balay";"balay";0;1;"auto"
"bankinter";"bankinter";"bankinter";0;1;"auto"
"compañía logística de hidrocarburos clh";"compania logistica de hidrocarburos clh";"compania logistica de hidrocarburos clh";0;1;"auto"
"festina";"festina";"festina";0;1;"auto"
"fomento de construcciones y contratas";"fomento de construcciones y contratas";"fomento de construcciones y contratas";0;1;"auto"
"grupo antolin";"grupo antolin";"grupo antolin";0;1;"auto"
"iberdrola";"iberdrola";"iberdrola";0;1;"auto"
"indra sistemas";"indra sistemas";"indra sistemas";0;1;"auto"
"majorica";"majorica";"majorica";0;1;"auto"
"natraceutical";"natraceutical";"natraceutical";0;1;"auto"
"pescanova";"pescanova";"pescanova";0;1;"auto"
"porcelanosa";"porcelanosa";"porcelanosa";0;1;"auto"
"red eléctrica de espana";"red electrica de espana";"red electrica de espana";0;1;"auto"
"seat";"seat";"seat";0;1;"auto"
"uralita";"uralita";"uralita";0;1;"auto"
"alfa laval";"alfa laval";"alfa laval";0;1;"auto"
"abb";"abb";"abb";0;1;"auto"
"astra ab";"astra ab";"astra ab";0;1;"auto"
"atlet ab";"atlet ab";"atlet ab";0;1;"auto"
"boliden ab";"boliden ab";"boliden ab";0;1;"auto"
"bona ab";"bona ab";"bona ab";0;1;"auto"
"delaval holding";"delaval";"delaval";0;1;"auto"
"electrolux";"electrolux";"electrolux";0;1;"auto"
"elekta";"elekta";"elekta";0;1;"auto"
"ericsson";"ericsson";"ericsson";0;1;"auto"
"expander system sweden ab";"expander system sweden ab";"expander system sweden ab";0;1;"auto"
"husqvarna";"husqvarna";"husqvarna";0;1;"auto"
"imint image intelligence ab";"imint image intelligence ab";"imint image intelligence ab";0;1;"auto"
"ncc ab";"ncc ab";"ncc ab";0;1;"auto"
"primus ab";"primus ab";"primus ab";0;1;"auto"
"saab automobile";"saab automobile";"saab automobile";0;1;"auto"
"saab";"saab";"saab";0;1;"auto"
"sandvik intellectual property";"sandvik";"sandvik";0;1;"auto"
"sj ab";"sj ab";"sj ab";0;1;"auto"
"skf";"skf";"skf";0;1;"auto"
"terranet ab";"terranet ab";"terranet ab";0;1;"auto"
"tetra pak";"tetra pak";"tetra pak";0;1;"auto"
"uddeholms ab";"uddeholms ab";"uddeholms ab";0;1;"auto"
"volvo";"volvo";"volvo";0;1;"auto"
"volvo penta";"volvo penta";"volvo penta";0;1;"auto"
"vsm";"vsm";"vsm";0;1;"auto"
"ascom";"ascom";"ascom";0;1;"auto"
"audemars piguet holding";"audemars piguet";"audemars piguet";0;1;"auto"
"autoform";"autoform";"autoform";0;1;"auto"
"barry callebaut";"barry callebaut";"barry callebaut";0;1;"auto"
"bolex";"bolex";"bolex";0;1;"auto"
"breitling";"breitling";"breitling";0;1;"auto"
"bron elektronik";"bron elektronik";"bron elektronik";0;1;"auto"
"burckhardt compression";"burckhardt compression";"burckhardt compression";0;1;"auto"
"century time gems";"century time gems";"century time gems";0;1;"auto"
"certina";"certina";"certina";0;1;"auto"
"chopard";"chopard";"chopard";0;1;"auto"
"crypto";"crypto";"crypto";0;1;"auto"
"dartfish";"dartfish";"dartfish";0;1;"auto"
"frédérique constant";"frederique constant";"frederique constant";0;1;"auto"
"hublot";"hublot";"hublot";0;1;"auto"
"intamin";"intamin";"intamin";0;1;"auto"
"iqair";"iqair";"iqair";0;1;"auto"
"jet aviation";"jet aviation";"jet aviation";0;1;"auto"
"kudelski";"kudelski";"kudelski";0;1;"auto"
"liebherr";"liebherr";"liebherr";0;1;"auto"
"logitech";"logitech";"logitech";0;1;"auto"
"maggi";"maggi";"maggi";0;1;"auto"
"maurice lacroix";"maurice lacroix";"maurice lacroix";0;1;"auto"
"nestle";"nestle";"nestle";0;1;"auto"
"nobel biocare services";"nobel biocare";"nobel biocare";0;1;"auto"
"omega";"omega";"omega";0;1;"auto"
"oscilloquartz";"oscilloquartz";"oscilloquartz";0;1;"auto"
"piaget";"piaget";"piaget";0;1;"auto"
"platit";"platit";"platit";0;1;"auto"
"richemont";"richemont";"richemont";0;1;"auto"
"ringier";"ringier";"ringier";0;1;"auto"
"rivella";"rivella";"rivella";0;1;"auto"
"rolex";"rolex";"rolex";0;1;"auto"
"sapal";"sapal";"sapal";0;1;"auto"
"serono";"serono";"serono";0;1;"auto"
"sersa";"sersa";"sersa";0;1;"auto"
"stadler rail";"stadler rail";"stadler rail";0;1;"auto"
"swatch";"swatch";"swatch";0;1;"auto"
"swissgear sarl";"swissgear";"swissgear";0;1;"auto"
"syngenta";"syngenta";"syngenta";0;1;"auto"
"tag heuer";"tag heuer";"tag heuer";0;1;"auto"
"te connectivity services";"te connectivity";"te connectivity";0;1;"auto"
"trisa holding";"trisa";"trisa";0;1;"auto"
"ublox";"ublox";"ublox";0;1;"auto"
"ubs";"ubs";"ubs";0;1;"auto"
"ulysse nardin";"ulysse nardin";"ulysse nardin";0;1;"auto"
"vacheron constantin";"vacheron constantin";"vacheron constantin";0;1;"auto"
"victorinox";"victorinox";"victorinox";0;1;"auto"
"wenger";"wenger";"wenger";0;1;"auto"
"zenith";"zenith";"zenith";0;1;"auto"
"zurich insurance";"zurich insurance";"zurich insurance";0;1;"auto"
"etihad airways";"etihad airways";"etihad airways";0;1;"auto"
"adallom";"adallom";"adallom";0;1;"auto"
"aladdin knowledge systems";"aladdin knowledge";"aladdin knowledge";0;1;"auto"
"allot communications";"allot communications";"allot communications";0;1;"auto"
"amdocs software systems";"amdocs";"amdocs";0;1;"auto"
"anobit";"anobit";"anobit";0;1;"auto"
"babylon";"babylon";"babylon";0;1;"auto"
"barkan mounts";"barkan mounts";"barkan mounts";0;1;"auto"
"brainsway";"brainsway";"brainsway";0;1;"auto"
"castro model";"castro model";"castro model";0;1;"auto"
"cellcom israel";"cellcom israel";"cellcom israel";0;1;"auto"
"ceragon networks";"ceragon networks";"ceragon networks";0;1;"auto"
"cimatron";"cimatron";"cimatron";0;1;"auto"
"collactive";"collactive";"collactive";0;1;"auto"
"ctera networks";"ctera networks";"ctera networks";0;1;"auto"
"dbmotion";"dbmotion";"dbmotion";0;1;"auto"
"eci telecom";"eci telecom";"eci telecom";0;1;"auto"
"frutarom";"frutarom";"frutarom";0;1;"auto"
"given imaging";"given imaging";"given imaging";0;1;"auto"
"hp scitex";"hp scitex";"hp scitex";0;1;"auto"
"insightec";"insightec";"insightec";0;1;"auto"
"ironsource";"ironsource";"ironsource";0;1;"auto"
"israel electric";"israel electric";"israel electric";0;1;"auto"
"israel shipyards";"israel shipyards";"israel shipyards";0;1;"auto"
"jacada";"jacada";"jacada";0;1;"auto"
"kampyle";"kampyle";"kampyle";0;1;"auto"
"keter plastic";"keter plastic";"keter plastic";0;1;"auto"
"kramer electronics";"kramer electronics";"kramer electronics";0;1;"auto"
"msystems";"msystems";"msystems";0;1;"auto"
"makhteshim agan";"makhteshim agan";"makhteshim agan";0;1;"auto"
"mobileye";"mobileye";"mobileye";0;1;"auto"
"motorola israel";"motorola israel";"motorola israel";0;1;"auto"
"namogoo";"namogoo";"namogoo";0;1;"auto"
"netafim";"netafim";"netafim";0;1;"auto"
"perion network";"perion network";"perion network";0;1;"auto"
"phinergy";"phinergy";"phinergy";0;1;"auto"
"rad data communications";"rad data communications";"rad data communications";0;1;"auto"
"rad";"rad";"rad";0;1;"auto"
"radcom";"radcom";"radcom";0;1;"auto"
"radware";"radware";"radware";0;1;"auto"
"radwin";"radwin";"radwin";0;1;"auto"
"secret double octopus";"secret double octopus";"secret double octopus";0;1;"auto"
"sodastream";"sodastream";"sodastream";0;1;"auto"
"solaredge";"solaredge";"solaredge";0;1;"auto"
"source vagabond systems";"source vagabond";"source vagabond";0;1;"auto"
"storedot";"storedot";"storedot";0;1;"auto"
"tadiran telecom";"tadiran telecom";"tadiran telecom";0;1;"auto"
"taro pharmaceuticals";"taro";"taro";0;1;"auto"
"tawkon";"tawkon";"tawkon";0;1;"auto"
"taykey";"taykey";"taykey";0;1;"auto"
"verint systems";"verint";"verint";0;1;"auto"
"videocells";"videocells";"videocells";0;1;"auto"
"zenith solar";"zenith solar";"zenith solar";0;1;"auto"
"birmingham systems";"birmingham";"birmingham";0;1;"auto"
"london electricity";"london electricity";"london electricity";0;1;"auto"
"abcam";"abcam";"abcam";0;1;"auto"
"norwich pharma";"norwich";"norwich";0;1;"auto"
"royal bank of scotland";"royal bank of scotland";"royal bank of scotland";0;1;"auto"
"adam equipment";"adam equipment";"adam equipment";0;1;"auto"
"amersham";"amersham";"amersham";0;1;"auto"
"anglian water authority";"anglian water authority";"anglian water authority";0;1;"auto"
"arrival";"arrival";"arrival";0;1;"auto"
"norton healthcare";"norton";"norton";0;1;"auto"
"wembley innovation";"wembley";"wembley";0;1;"auto"
"gaydon";"gaydon";"gaydon";0;1;"auto"
"leeds";"leeds";"leeds";0;1;"auto"
"astrazeneca";"astrazeneca";"astrazeneca";0;1;"auto"
"austin rover";"austin rover";"austin rover";0;1;"auto"
"marconi electronic systems";"marconi electronic";"marconi electronic";0;1;"auto"
"whitbread";"whitbread";"whitbread";0;1;"auto"
"bentley";"bentley";"bentley";0;1;"auto"
"biocompatibles";"biocompatibles";"biocompatibles";0;1;"auto"
"blink medical";"blink";"blink";0;1;"auto"
"national coal board";"national coal board";"national coal board";0;1;"auto"
"nottingham";"nottingham";"nottingham";0;1;"auto"
"british aircraft";"british aircraft";"british aircraft";0;1;"auto"
"hawker siddeley dynamics";"hawker siddeley dynamics";"hawker siddeley dynamics";0;1;"auto"
"british airways";"british airways";"british airways";0;1;"auto"
"waterside";"waterside";"waterside";0;1;"auto"
"british american tobacco";"british american tobacco";"british american tobacco";0;1;"auto"
"mg rover";"mg rover";"mg rover";0;1;"auto"
"scottish water";"scottish water";"scottish water";0;1;"auto"
"south staffordshire water";"south staffordshire water";"south staffordshire water";0;1;"auto"
"fathom systems";"fathom";"fathom";0;1;"auto"
"celltech";"celltech";"celltech";0;1;"auto"
"central electricity generating board";"central electricity generating board";"central electricity generating board";0;1;"auto"
"food service";"food service";"food service";0;1;"auto"
"convatec";"convatec";"convatec";0;1;"auto"
"severn trent water authority";"severn trent water authority";"severn trent water authority";0;1;"auto"
"united distillers";"united distillers";"united distillers";0;1;"auto"
"douglas equipment";"douglas equipment";"douglas equipment";0;1;"auto"
"textron";"textron";"textron";0;1;"auto"
"eastern electricity";"eastern electricity";"eastern electricity";0;1;"auto"
"kensington";"kensington";"kensington";0;1;"auto"
"electricity north west property";"electricity north west";"electricity north west";0;1;"auto"
"norweb";"norweb";"norweb";0;1;"auto"
"fisons";"fisons";"fisons";0;1;"auto"
"leamington spa";"leamington";"leamington";0;1;"auto"
"gamesys";"gamesys";"gamesys";0;1;"auto"
"the rank organisation";"the rank organisation";"the rank organisation";0;1;"auto"
"milk marketing board";"milk marketing board";"milk marketing board";0;1;"auto"
"dudley";"dudley";"dudley";0;1;"auto"
"severn trent services";"severn trent";"severn trent";0;1;"auto"
"imperial tobacco";"imperial tobacco";"imperial tobacco";0;1;"auto"
"horizon discovery";"horizon discovery";"horizon discovery";0;1;"auto"
"immunocore";"immunocore";"immunocore";0;1;"auto"
"ixico";"ixico";"ixico";0;1;"auto"
"lloyds bank";"lloyds bank";"lloyds bank";0;1;"auto"
"lonmin";"lonmin";"lonmin";0;1;"auto"
"manweb";"manweb";"manweb";0;1;"auto"
"chelmsford services";"chelmsford";"chelmsford";0;1;"auto"
"medherant";"medherant";"medherant";0;1;"auto"
"national power";"national power";"national power";0;1;"auto"
"norbrook laboratories";"norbrook";"norbrook";0;1;"auto"
"innogy";"innogy";"innogy";0;1;"auto"
"nuclear electric";"nuclear electric";"nuclear electric";0;1;"auto"
"scientific games";"scientific games";"scientific games";0;1;"auto"
"oxford biomedica";"oxford biomedica";"oxford biomedica";0;1;"auto"
"oxitec";"oxitec";"oxitec";0;1;"auto"
"panorama antennas";"panorama antennas";"panorama antennas";0;1;"auto"
"pinewood associates";"pinewood";"pinewood";0;1;"auto"
"powell duffryn";"powell duffryn";"powell duffryn";0;1;"auto"
"reneuron";"reneuron";"reneuron";0;1;"auto"
"salts healthcare";"salts";"salts";0;1;"auto"
"scottish power";"scottish power";"scottish power";0;1;"auto"
"sirius minerals";"sirius minerals";"sirius minerals";0;1;"auto"
"british steel";"british steel";"british steel";0;1;"auto"
"tarmac";"tarmac";"tarmac";0;1;"auto"
"wigan";"wigan";"wigan";0;1;"auto"
"severn trent water";"severn trent water";"severn trent water";0;1;"auto"
"wrc";"wrc";"wrc";0;1;"auto"
"aichi steel";"aichi steel";"aichi steel";0;1;"auto"
"alaxala networks";"alaxala networks";"alaxala networks";0;1;"auto"
"all nippon airways";"all nippon airways";"all nippon airways";0;1;"auto"
"anest iwata";"anest iwata";"anest iwata";0;1;"auto"
"arai helmet";"arai helmet";"arai helmet";0;1;"auto"
"asahi breweries";"asahi breweries";"asahi breweries";0;1;"auto"
"balmuda";"balmuda";"balmuda";0;1;"auto"
"bandai";"bandai";"bandai";0;1;"auto"
"chugoku electric power";"chugoku electric power";"chugoku electric power";0;1;"auto"
"comsys";"comsys";"comsys";0;1;"auto"
"cosmo oil";"cosmo oil";"cosmo oil";0;1;"auto"
"daiwa house industry";"daiwa house industry";"daiwa house industry";0;1;"auto"
"dentsu";"dentsu";"dentsu";0;1;"auto"
"descente";"descente";"descente";0;1;"auto"
"disco";"disco";"disco";0;1;"auto"
"dwango";"dwango";"dwango";0;1;"auto"
"enkei";"enkei";"enkei";0;1;"auto"
"ezaki glico";"ezaki glico";"ezaki glico";0;1;"auto"
"eco marine power";"eco marine power";"eco marine power";0;1;"auto"
"family inada";"family inada";"family inada";0;1;"auto"
"fast retailing";"fast retailing";"fast retailing";0;1;"auto"
"fostex";"fostex";"fostex";0;1;"auto"
"fuji television";"fuji television";"fuji television";0;1;"auto"
"gakken";"gakken";"gakken";0;1;"auto"
"globeride";"globeride";"globeride";0;1;"auto"
"gungho online entertainment";"gungho online entertainment";"gungho online entertainment";0;1;"auto"
"hamamatsu photonics";"hamamatsu photonics";"hamamatsu photonics";0;1;"auto"
"hasegawa";"hasegawa";"hasegawa";0;1;"auto"
"hirobo";"hirobo";"hirobo";0;1;"auto"
"hokkaido electric power";"hokkaido electric power";"hokkaido electric power";0;1;"auto"
"hokuetsu";"hokuetsu";"hokuetsu";0;1;"auto"
"honda";"honda";"honda";0;1;"auto"
"irem";"irem";"irem";0;1;"auto"
"iseki";"iseki";"iseki";0;1;"auto"
"jgc";"jgc";"jgc";0;1;"auto"
"k line enterprise";"k line";"k line";0;1;"auto"
"keihin electric express railway";"keihin electric express railway";"keihin electric express railway";0;1;"auto"
"kikkoman";"kikkoman";"kikkoman";0;1;"auto"
"komori";"komori";"komori";0;1;"auto"
"konami";"konami";"konami";0;1;"auto"
"kondo kagaku";"kondo kagaku";"kondo kagaku";0;1;"auto"
"korg";"korg";"korg";0;1;"auto"
"kumagai gumi";"kumagai gumi";"kumagai gumi";0;1;"auto"
"kuretake";"kuretake";"kuretake";0;1;"auto"
"kyosho";"kyosho";"kyosho";0;1;"auto"
"kyushu electric power";"kyushu electric power";"kyushu electric power";0;1;"auto"
"lion";"lion";"lion";0;1;"auto"
"lixil";"lixil";"lixil";0;1;"auto"
"makino";"makino";"makino";0;1;"auto"
"makita";"makita";"makita";0;1;"auto"
"mandom";"mandom";"mandom";0;1;"auto"
"marubeni";"marubeni";"marubeni";0;1;"auto"
"maruha nichiro";"maruha nichiro";"maruha nichiro";0;1;"auto"
"matsuura machinery";"matsuura machinery";"matsuura machinery";0;1;"auto"
"meidensha";"meidensha";"meidensha";0;1;"auto"
"mitsui knowledge industry";"mitsui knowledge industry";"mitsui knowledge industry";0;1;"auto"
"mitsui sumitomo insurance";"mitsui sumitomo insurance";"mitsui sumitomo insurance";0;1;"auto"
"mizkan";"mizkan";"mizkan";0;1;"auto"
"mizuho corporate bank";"mizuho corporate bank";"mizuho corporate bank";0;1;"auto"
"molten";"molten";"molten";0;1;"auto"
"murata machinery";"murata machinery";"murata machinery";0;1;"auto"
"nabtesco";"nabtesco";"nabtesco";0;1;"auto"
"nichicon";"nichicon";"nichicon";0;1;"auto"
"nippon broadcasting system";"nippon broadcasting system";"nippon broadcasting system";0;1;"auto"
"nippon electric glass";"nippon electric glass";"nippon electric glass";0;1;"auto"
"nippon express";"nippon express";"nippon express";0;1;"auto"
"nippon kayaku";"nippon kayaku";"nippon kayaku";0;1;"auto"
"nippon meat packers";"nippon meat packers";"nippon meat packers";0;1;"auto"
"nippon mining";"nippon mining";"nippon mining";0;1;"auto"
"nippon yusen";"nippon yusen";"nippon yusen";0;1;"auto"
"nkk switches";"nkk switches";"nkk switches";0;1;"auto"
"noritake";"noritake";"noritake";0;1;"auto"
"ns solutions";"ns solutions";"ns solutions";0;1;"auto"
"obayashi";"obayashi";"obayashi";0;1;"auto"
"ohara";"ohara";"ohara";0;1;"auto"
"olfa";"olfa";"olfa";0;1;"auto"
"onkyo";"onkyo";"onkyo";0;1;"auto"
"ono pharmaceutical";"ono pharmaceutical";"ono pharmaceutical";0;1;"auto"
"orion breweries";"orion breweries";"orion breweries";0;1;"auto"
"phiten";"phiten";"phiten";0;1;"auto"
"roland";"roland";"roland";0;1;"auto"
"sammy";"sammy";"sammy";0;1;"auto"
"sansui electric";"sansui electric";"sansui electric";0;1;"auto"
"seikosha";"seikosha";"seikosha";0;1;"auto"
"sekisui house";"sekisui house";"sekisui house";0;1;"auto"
"sharp";"sharp";"sharp";0;1;"auto"
"snk playmore";"snk playmore";"snk playmore";0;1;"auto"
"softbank";"softbank";"softbank";0;1;"auto"
"sojitz";"sojitz";"sojitz";0;1;"auto"
"sompo japan insurance";"sompo japan insurance";"sompo japan insurance";0;1;"auto"
"sony music entertainment japan";"sony music entertainment japan";"sony music entertainment japan";0;1;"auto"
"star micronics";"star micronics";"star micronics";0;1;"auto"
"subaru";"subaru";"subaru";0;1;"auto"
"sumitomo mitsui banking";"sumitomo mitsui banking";"sumitomo mitsui banking";0;1;"auto"
"sumitomo mitsui construction";"sumitomo mitsui construction";"sumitomo mitsui construction";0;1;"auto"
"sumitomo riko";"sumitomo riko";"sumitomo riko";0;1;"auto"
"sysmex";"sysmex";"sysmex";0;1;"auto"
"t hasegawa";"t hasegawa";"t hasegawa";0;1;"auto"
"taiyo nippon sanso";"taiyo nippon sanso";"taiyo nippon sanso";0;1;"auto"
"takenaka";"takenaka";"takenaka";0;1;"auto"
"tamron";"tamron";"tamron";0;1;"auto"
"terumo";"terumo";"terumo";0;1;"auto"
"thk";"thk";"thk";0;1;"auto"
"tiger";"tiger";"tiger";0;1;"auto"
"tokai carbon";"tokai carbon";"tokai carbon";0;1;"auto"
"tokyo broadcasting system";"tokyo broadcasting system";"tokyo broadcasting system";0;1;"auto"
"tokyo marui";"tokyo marui";"tokyo marui";0;1;"auto"
"topcon";"topcon";"topcon";0;1;"auto"
"toyobo";"toyobo";"toyobo";0;1;"auto"
"treasure";"treasure";"treasure";0;1;"auto"
"ucc ueshima coffee";"ucc ueshima coffee";"ucc ueshima coffee";0;1;"auto"
"uniden";"uniden";"uniden";0;1;"auto"
"west japan railway";"west japan railway";"west japan railway";0;1;"auto"
"yakult honsha";"yakult honsha";"yakult honsha";0;1;"auto"
"yamazaki baking";"yamazaki baking";"yamazaki baking";0;1;"auto"
"yanmar";"yanmar";"yanmar";0;1;"auto"
"zenrin";"zenrin";"zenrin";0;1;"auto"
"zojirushi";"zojirushi";"zojirushi";0;1;"auto"
"zuken";"zuken";"zuken";0;1;"auto"
"amorepacific";"amorepacific";"amorepacific";0;1;"auto"
"bc card";"bc card";"bc card";0;1;"auto"
"cj cgv";"cj cgv";"cj cgv";0;1;"auto"
"crown confectionery";"crown confectionery";"crown confectionery";0;1;"auto"
"dongbu chemical";"dongbu";"dongbu";0;1;"auto"
"eugene";"eugene";"eugene";0;1;"auto"
"gravity";"gravity";"gravity";0;1;"auto"
"gs caltex";"gs caltex";"gs caltex";0;1;"auto"
"halla";"halla";"halla";0;1;"auto"
"hansol chemical";"hansol";"hansol";0;1;"auto"
"hyundai  construction";"hyundai  construction";"hyundai  construction";0;1;"auto"
"hyundai rotem";"hyundai rotem";"hyundai rotem";0;1;"auto"
"hyundai steel";"hyundai steel";"hyundai steel";0;1;"auto"
"inca internet";"inca internet";"inca internet";0;1;"auto"
"industrial bank of korea";"industrial bank of korea";"industrial bank of korea";0;1;"auto"
"iriver";"iriver";"iriver";0;1;"auto"
"kakao";"kakao";"kakao";0;1;"auto"
"korea electric power";"korea electric power";"korea electric power";0;1;"auto"
"korean broadcasting system";"korean broadcasting system";"korean broadcasting system";0;1;"auto"
"kumho tire";"kumho tire";"kumho tire";0;1;"auto"
"lg chem";"lg chem";"lg chem";0;1;"auto"
"lg cns";"lg cns";"lg cns";0;1;"auto"
"lg uplus";"lg uplus";"lg uplus";0;1;"auto"
"lotte card";"lotte card";"lotte card";0;1;"auto"
"lotte confectionery";"lotte confectionery";"lotte confectionery";0;1;"auto"
"mando";"mando";"mando";0;1;"auto"
"naver";"naver";"naver";0;1;"auto"
"ncsoft";"ncsoft";"ncsoft";0;1;"auto"
"netmarble games";"netmarble games";"netmarble games";0;1;"auto"
"nexen tire";"nexen tire";"nexen tire";0;1;"auto"
"pantech";"pantech";"pantech";0;1;"auto"
"posco";"posco";"posco";0;1;"auto"
"samsung card";"samsung card";"samsung card";0;1;"auto"
"samsung digital imaging";"samsung digital imaging";"samsung digital imaging";0;1;"auto"
"seoul broadcasting system";"seoul broadcasting system";"seoul broadcasting system";0;1;"auto"
"shinhan bank";"shinhan bank";"shinhan bank";0;1;"auto"
"tmaxsoft";"tmaxsoft";"tmaxsoft";0;1;"auto"
"yuhan";"yuhan";"yuhan";0;1;"auto"
"adata";"adata";"adata";0;1;"auto"
"aeon motor";"aeon motor";"aeon motor";0;1;"auto"
"aerospace industrial development";"aerospace industrial development";"aerospace industrial development";0;1;"auto"
"alchip";"alchip";"alchip";0;1;"auto"
"aopen";"aopen";"aopen";0;1;"auto"
"apacer";"apacer";"apacer";0;1;"auto"
"behavior tech computer";"behavior tech computer";"behavior tech computer";0;1;"auto"
"cipherlab";"cipherlab";"cipherlab";0;1;"auto"
"clevo";"clevo";"clevo";0;1;"auto"
"cmc magnetics";"cmc magnetics";"cmc magnetics";0;1;"auto"
"cooler master";"cooler master";"cooler master";0;1;"auto"
"cpc";"cpc";"cpc";0;1;"auto"
"cyberlink";"cyberlink";"cyberlink";0;1;"auto"
"dbtel";"dbtel";"dbtel";0;1;"auto"
"dfi";"dfi";"dfi";0;1;"auto"
"dynacomware";"dynacomware";"dynacomware";0;1;"auto"
"elitegroup computer systems";"elitegroup computer";"elitegroup computer";0;1;"auto"
"epistar";"epistar";"epistar";0;1;"auto"
"far eastern new century";"far eastern new century";"far eastern new century";0;1;"auto"
"formosa plastics";"formosa plastics";"formosa plastics";0;1;"auto"
"fsp";"fsp";"fsp";0;1;"auto"
"htc";"htc";"htc";0;1;"auto"
"insyde software";"insyde";"insyde";0;1;"auto"
"jmicron";"jmicron";"jmicron";0;1;"auto"
"kingmax";"kingmax";"kingmax";0;1;"auto"
"kmc chain industrial";"kmc chain industrial";"kmc chain industrial";0;1;"auto"
"leadtek";"leadtek";"leadtek";0;1;"auto"
"microtek";"microtek";"microtek";0;1;"auto"
"miniwiz";"miniwiz";"miniwiz";0;1;"auto"
"nankang rubber tire";"nankang rubber tire";"nankang rubber tire";0;1;"auto"
"pegatron";"pegatron";"pegatron";0;1;"auto"
"phalanx biotech";"phalanx biotech";"phalanx biotech";0;1;"auto"
"ralink";"ralink";"ralink";0;1;"auto"
"ritek";"ritek";"ritek";0;1;"auto"
"taiwan cement";"taiwan cement";"taiwan cement";0;1;"auto"
"taiwan fertilizer";"taiwan fertilizer";"taiwan fertilizer";0;1;"auto"
"taiwan mobile communication";"taiwan mobile";"taiwan mobile";0;1;"auto"
"thunder tiger";"thunder tiger";"thunder tiger";0;1;"auto"
"transcend information";"transcend information";"transcend information";0;1;"auto"
"ulead systems";"ulead";"ulead";0;1;"auto"
"yageo";"yageo";"yageo";0;1;"auto"
"arcelik";"arcelik";"arcelik";0;1;"auto"
"irkut";"irkut";"irkut";0;1;"auto"
"russian";"russian";"russian";0;1;"auto"
"tupolev";"tupolev";"tupolev";0;1;"auto"
"mapna";"mapna";"mapna";0;1;"auto"
"biosys pty";"biosys pty";"biosis pty";1;1;"manual"
"slater gordon";"slater gordon";"slater  gordon";1;1;"manual"
"böhler uddeholm";"bohler uddeholm";"bohleruddeholm";1;1;"manual"
"voest alpine";"voest alpine";"voestalpine";1;1;"manual"
"agfa gevaert";"agfa gevaert";"agfagevaert";1;1;"manual"
"anheuser busch inbev";"anheuser busch inbev";"anheuserbusch inbev";1;1;"manual"
"carta mundi";"carta mundi";"cartamundi";1;1;"manual"
"mutoh europe n v";"mutoh europe n v";"mutoh europe nv";1;1;"manual"
"iochpe maxion";"iochpe maxion";"iochpemaxion";1;1;"manual"
"weg indústrias";"weg industrias";"weg industries";1;1;"manual"
"ati technolgies";"ati technolgies";"ati technologies";1;1;"manual"
"black photo";"black photo";"blacks photo";1;1;"manual"
"blackberry limted";"blackberry limted";"blackberry limited";1;1;"manual"
"bombardier recreational product";"bombardier recreational product";"bombardier recreational products";1;1;"manual"
"engineered lifting systems equipment";"engineered lifting equipment";"engineered lifting  equipment";1;1;"manual"
"hydro quebec";"hydro quebec";"hydroquebec";1;1;"manual"
