"onshored_patents","N_inv_nonwestern_log","N_inv_anglosaxon_log","N_patents_state_log","N_patents_TechGroup_log","imputed_N_inv_nonwestern_log","imputed_N_inv_anglosaxon_log","regio_tech"
37,3.22121025898966,4.67919836945439,7.72001794043224,10.1196467700759,2.33439529234389,3.9061406535371,"FL011"
14,2.0360056280457,3.89671248601529,7.36833968631138,9.93875816661805,1.32312098358572,3.14355278180249,"FL011"
40,3.50015292409126,4.65616427641354,7.77359446736019,10.2728763320616,2.64312144328943,3.94236423229665,"FL011"
31,3.3257637843124,4.88027380051031,7.86365126544865,10.1330107108144,2.57655310253186,4.06397582969181,"FL011"
28,4.17545896026235,4.45219291649869,7.84306401669205,10.3751772595535,3.80619440976211,4.39604655047033,"FL012"
18,2.94664598541826,3.40923653158775,7.36833968631138,10.4792297509684,2.73856656269259,3.87034048468347,"FL012"
25,3.98248085621698,4.08434663760138,7.77359446736019,10.2485301017451,3.48261565273906,4.08836198805114,"FL012"
40,3.28578075072414,4.24706223435155,7.72001794043224,10.4193305681139,3.68196843575372,4.49964383857467,"FL012"
5,1.82390042023299,3.32560014517542,7.05961762829138,10.0798748698419,2.3638669764245,3.7620759590828,"FL012"
19,3.02276491813124,4.18860790486223,7.53849499941346,10.517456235219,3.39743723222218,4.35633763468842,"FL012"
28,3.77805037572758,4.30853493125882,7.86365126544865,10.2834297034132,3.7748547224621,4.49770164831694,"FL012"
24,3.58491349044213,3.95682707483149,7.72665366484764,10.2350908120458,3.42379229039049,4.10596252114294,"FL012"
6,2.62742259418575,3.29788362934387,6.79570577517351,9.73352925472557,2.29351630128481,4.09035443807463,"FL012"
13,2.22570677947531,3.4201103164867,6.93439720992856,9.72716794793781,2.16361428268502,3.79266925105601,"FL012"
37,4.10497252482307,5.19738291533693,7.86365126544865,10.7497849125897,4.02478204188607,5.11990871053021,"FL02"
59,3.76320688029879,4.62085918508727,7.84306401669205,11.1603563662156,4.4606539894544,5.37238159792673,"FL02"
27,3.98204856999077,5.21190375680679,7.72001794043224,10.7113018080742,3.85705159473802,5.27499144014579,"FL02"
6,2.88741281910227,4.47981851675538,7.36833968631138,10.1517138842178,3.11538489411759,5.02453694283659,"FL02"
3,2.82124177592433,4.30435587496837,7.05961762829138,9.46622213187817,2.53688238601441,4.63697158437825,"FL02"
99,3.75366704393633,4.43057471708674,7.77359446736019,10.886819920141,4.13277198212042,5.08464643064188,"FL02"
30,3.77010061216761,4.43559150191598,7.72665366484764,10.7882463367971,3.89131843562471,4.98748629577972,"FL02"
2,1.41274086645508,3.82423755131049,6.79570577517351,8.97246382105991,1.33424466703402,3.22763896378697,"FL02"
2,2.42165892380229,4.00040218746973,6.93439720992856,9.08885047438847,2.09671916635306,4.27949813435047,"FL02"
9,3.20567897006447,4.9543109007705,7.53849499941346,10.622278113076,3.76775833378334,5.30007723294259,"FL02"
23,1.97268911767311,3.77754590705919,7.72001794043224,10.109118652099,2.28507718038264,3.70581050861382,"FL03"
6,1.24385559417098,3.52390351367523,6.79570577517351,9.8914655773088,1.8740364179497,4.01114747649471,"FL03"
42,2.66053309050749,3.62038553960998,7.72665366484764,10.0422489945777,2.25669130484905,3.58255751442574,"FL03"
44,3.18836342372939,4.00581710875025,7.84306401669205,10.1864083078862,2.67154788231821,3.85492470161821,"FL03"
19,2.07258872232782,3.93475054402853,7.53849499941346,10.1243885912976,2.11669190232728,3.66474600815808,"FL03"
51,2.56344104501119,3.57397490737973,7.77359446736019,10.1710689532809,2.458906056121,3.69085157947878,"FL03"
15,1.60147962802071,3.4105441407253,7.36833968631138,10.1223419184319,1.71052446711898,3.39963306438082,"FL03"
15,1.81976845328013,3.10558144853765,7.05961762829138,9.94669070983678,1.54534435161562,3.45855678933796,"FL03"
11,1.11621834792391,3.6463031965374,6.93439720992856,9.79272357555127,1.56841644125448,3.59341590556935,"FL03"
46,2.88260078757319,3.96680540546425,7.86365126544865,10.0459848807647,2.49850561406921,3.84748094060456,"FL03"
15,3.41626004361406,4.32211549968226,7.72665366484764,10.9850384532759,3.51339445205972,4.50764037316838,"FL04"
4,2.19638253883624,3.54846371042152,7.53849499941346,10.4948234669494,3.02478122905329,4.28286661936372,"FL04"
3,2.49056967086316,3.68124184073323,7.36833968631138,10.1829736293884,2.45757763740457,3.90352126782465,"FL04"
0,1.92378983119544,3.58604441779877,6.79570577517351,8.72599438101457,1.50900427215515,3.44271932090897,"FL04"
18,3.04982256369536,4.43431298366738,7.86365126544865,10.9068729912612,3.62280852669358,4.66499618219522,"FL04"
0,2.60026553659809,4.59778160440377,6.93439720992856,9.00270100719794,1.85206333462652,3.64053374757611,"FL04"
26,3.43315641104017,4.25367015398451,7.84306401669205,11.111820836139,4.1539378355934,4.73128566684385,"FL04"
1,2.61540232014055,4.12276847226408,7.05961762829138,9.45077359182735,2.06526009104377,3.64328584979016,"FL04"
9,2.52522451756475,3.84666447341425,7.72001794043224,10.6655075973824,3.37365307715121,4.48475727935778,"FL04"
29,2.88845075807447,3.96699312041155,7.77359446736019,11.0603373022929,3.81491606702355,4.59740141810489,"FL04"
11,0.996858107790812,3.49736291782509,7.53849499941346,10.1216185620268,0.396136940887076,2.84194735454274,"FL05"
11,1.85855306312898,3.54670594608338,7.77359446736019,10.0659889818808,1.48838452464108,3.26448774186211,"FL05"
7,1.79753712729223,3.47045308310799,7.86365126544865,9.96744778149501,1.04845747499331,3.11100503700614,"FL05"
7,-0.820383063552325,3.13723486271657,7.36833968631138,10.068111764371,0.105820172776313,2.57859600267951,"FL05"
9,1.78708169070782,3.23446525233253,7.72001794043224,10.0902990146029,0.868941477080527,2.95911518023581,"FL05"
6,1.39489164952332,3.1171189459765,7.72665366484764,9.91773556580133,1.18470601034268,3.04476844250168,"FL05"
11,2.43677395087129,4.01830562591095,7.84306401669205,10.2402454626345,1.79682039548502,3.49905635740015,"FL05"
4,2.48514861516684,4.29453769209706,7.72001794043224,9.78408445528835,3.89857413101868,5.54156466895352,"FL06"
22,2.97508202270192,4.52102548946506,7.84306401669205,10.0370126951411,4.3601367781508,5.59054032505898,"FL06"
20,3.025117687614,4.35538878928689,7.72665366484764,9.82984101236783,4.03816012106228,5.42130965739717,"FL06"
3,0.697323936429667,3.62350534604283,6.93439720992856,9.18080856937014,2.62489622654186,4.77871134764247,"FL06"
23,3.22896544259734,4.41997288178884,7.77359446736019,9.92485757827232,4.1802748909256,5.47785242466807,"FL06"
4,2.32868219496934,3.70914124042403,7.05961762829138,9.35677565020573,3.20520724837173,5.2226689300211,"FL06"
3,2.36365837487009,4.48600795641631,7.86365126544865,9.80482676571216,3.93928782391366,5.46135627928471,"FL06"
2,2.47094409835023,3.96865480829032,7.36833968631138,9.59362803513964,3.5950999604004,5.49324073892825,"FL06"
4,2.33653240043196,4.24308234716442,7.53849499941346,9.74132150194574,3.83567001258116,5.5680959487769,"FL06"
3,0.901772612476584,3.53680152509463,6.79570577517351,9.31271643859305,1.25492833312441,3.63383403614722,"FL06"
44,2.3955494732135,3.70952872863827,7.72665366484764,9.49401442303042,1.35336725792798,2.9844902246326,"FL07"
17,1.53269942239397,3.55799328456423,7.53849499941346,9.4501443641835,1.02892806980457,2.89333955658947,"FL07"
2,1.60277446308028,3.81870790142452,7.05961762829138,9.26084335414929,0.391288446448071,2.70136995858792,"FL07"
3,0.7762302983926,3.75297889848173,6.79570577517351,9.14398687142616,0.360271592404416,2.99672837209694,"FL07"
28,2.47816019343893,3.82749718758194,7.86365126544865,9.46467246474641,1.10488128249635,3.02101069840935,"FL07"
59,2.81876483576942,4.03625277308769,7.77359446736019,9.72292444875704,1.64272295730692,3.25623735518606,"FL07"
2,1.84477308734513,3.86318021381847,7.36833968631138,9.31524078180155,0.367040909292469,2.62004056391059,"FL07"
3,1.10101649009974,3.4056780689671,6.93439720992856,9.09099361434362,0.449860298491375,2.84420908069926,"FL07"
124,3.54357549835784,4.21086235924334,7.84306401669205,9.8871040732856,1.75305146678804,3.27694393979869,"FL07"
30,2.11772049930602,3.66196886147644,7.72001794043224,9.522958929718,1.22064243225462,2.92403224707704,"FL07"
4,0.961120842686047,2.6801034681516,7.77359446736019,9.21383426123044,0.725596122056512,2.73982272715849,"FL08"
8,1.8338529396525,3.59696457782314,7.84306401669205,9.61627203789599,1.30270001725139,3.01291199302205,"FL08"
0,0.533821096799448,3.05262500699294,7.72001794043224,9.39124425768252,0.633469132497969,2.55053287921729,"FL08"
2,2.21664230835086,4.04952748404494,7.05961762829138,10.0853506709299,1.86380711765434,3.79501441578815,"FL09"
34,3.48793652538768,4.87867302534492,7.86365126544865,10.4706178925126,2.79094693769023,4.13604985385908,"FL09"
25,3.37278235998351,4.40202318992204,7.77359446736019,10.3374105334608,2.96814737082003,4.02318867657855,"FL09"
50,3.55588870444795,4.68811965092807,7.84306401669205,10.5151534912282,3.18252497936333,4.25870430413537,"FL09"
2,1.01821488836379,3.99057318583613,6.79570577517351,9.91180288413984,1.81444197860678,4.07915795416993,"FL09"
7,2.80620649375351,4.08025097452427,7.36833968631138,10.295934963563,2.13044650783103,3.78826026487492,"FL09"
23,3.13303538292195,4.57288366765682,7.72001794043224,10.5288910810096,2.92666942191466,4.24170774565365,"FL09"
24,3.28703496404886,4.11802216678425,7.72665366484764,10.3644504371297,2.74137313363411,3.95005786083306,"FL09"
17,3.13842297592576,4.4433233637223,7.53849499941346,10.4512909914237,2.72089765612168,4.16108116687547,"FL09"
2,0.743252173589223,3.24647632953176,6.93439720992856,9.91348738711446,1.80172191624432,3.91857111547679,"FL09"
2,2.10749655291867,5.17789189644545,7.50494206839617,9.5085913957772,1.57030055827901,4.225158110022,"GA01"
3,2.5232207603383,4.81489251223233,7.8164169836918,9.64723954557388,2.08855623126997,4.17135844723474,"GA01"
2,2.53732522857218,4.77139758879586,7.15461535691366,9.09739561296005,1.36085528372984,4.05015089495549,"GA01"
1,1.6239597274617,3.92817946607537,6.68710860786651,8.71948076085107,0.83887490763285,3.67509182094856,"GA01"
8,2.89013526638019,4.95612357144952,7.78364059622125,9.59185425926183,1.83024193757868,4.12062766574084,"GA01"
6,2.83270725230333,4.59043381211024,7.55328660560042,9.52864863796972,1.86413256655452,4.0525045557446,"GA01"
3,2.74916153535871,4.83432998793126,7.72533003791713,9.66656196374813,1.81090934317624,4.27057033642341,"GA01"
5,2.82764527548727,4.91351613527996,7.69439280262942,9.66332499605232,1.70338502155204,4.27749292309411,"GA01"
3,2.6741098747385,4.69346366842048,7.71378461659875,9.58884529850156,1.95694157657606,4.09313198692479,"GA01"
34,2.48554765130079,4.27069387975718,7.69439280262942,10.5578419283769,0.496202857466868,3.07988871907842,"GA010"
10,1.58645787032647,4.20040464223537,6.28599809450886,10.3451881532264,0.150796117470087,3.23841982036918,"GA010"
23,2.0233182315755,4.38198111061323,7.50494206839617,10.5433130671637,0.204191068458013,2.85444007798534,"GA010"
14,1.39738237241253,4.43337760381334,7.15461535691366,10.3857284994463,0.0316880973038389,2.81148153470036,"GA010"
30,2.30008481516561,4.53015715119537,7.72533003791713,10.5226921318832,0.614314324755523,3.12427246582241,"GA010"
41,1.90775741906522,4.11496948147604,7.55328660560042,10.2737744322947,0.34500683211043,2.92265944419879,"GA010"
58,2.07828466368117,4.37227642864571,7.71378461659875,10.3787585348883,0.523488331793443,2.94989821242129,"GA010"
68,2.39481501676563,4.51633151033493,7.78364059622125,10.3611338940306,0.654339270509693,3.08117547453447,"GA010"
61,3.0170620617099,4.33768208807928,7.8164169836918,10.5359819858841,0.946206147970227,3.23769716512229,"GA010"
12,2.09107791043188,4.24391427474178,6.68710860786651,10.2350908120458,0.212979402307615,2.95342022461746,"GA010"
7,1.94878436320973,3.63384494926947,7.50494206839617,9.93875816661805,0.185398627379336,2.34677085183754,"GA011"
9,3.06735447425982,4.32933222479859,7.69439280262942,10.0491451249585,0.808272354098825,2.86903834389235,"GA011"
14,2.9033482657485,3.99466770367062,7.71378461659875,10.2728763320616,1.44987600803923,3.1455823023317,"GA011"
14,2.84413305333735,4.04667104393667,7.55328660560042,10.1315390402029,1.45796746474309,3.11309094709068,"GA011"
30,3.21963687468776,4.52843017196196,7.8164169836918,10.4233522009528,1.72230459650558,3.33651297138912,"GA011"
8,0.0991230558192093,3.14381363914793,6.28599809450886,9.15345250976914,-0.277324266196893,2.34603223495516,"GA011"
30,2.94800353133787,4.4230350252215,7.72533003791713,10.1196467700759,1.14327456084811,3.10935872357215,"GA011"
6,0.693089506305117,3.48000413978356,6.68710860786651,9.19390606551276,-0.530159334057131,2.10481917455632,"GA011"
9,1.85806010373991,3.96849756994241,7.15461535691366,9.64962702855986,-0.277507842717442,2.16518828597478,"GA011"
15,2.74260058563336,4.19502397602093,7.78364059622125,10.1330107108144,1.38001713711474,3.26719389972686,"GA011"
11,4.12930370032667,3.99118561609058,7.8164169836918,10.3751772595535,2.47170955353592,3.59926462050538,"GA012"
27,3.5218321085727,3.87177044153586,7.55328660560042,10.2350908120458,2.04751759897736,3.30918059117799,"GA012"
35,3.50255396042216,4.02329689763132,7.72533003791713,10.4193305681139,2.29611434988655,3.70286190860972,"GA012"
14,2.48756060773498,3.624106416433,7.50494206839617,10.4792297509684,1.39966930839323,3.07355855471852,"GA012"
8,2.28208054826539,3.42254808828373,7.15461535691366,10.0798748698419,1.03019750448662,2.96529402911784,"GA012"
38,3.67988089009063,4.19824082826044,7.78364059622125,10.2834297034132,2.38580398919252,3.70091971835199,"GA012"
17,3.87670942371913,4.02354161999982,7.71378461659875,10.2485301017451,2.15258359925822,3.29158005808619,"GA012"
36,3.44328662971962,3.94327674653016,7.69439280262942,10.517456235219,1.97419443799928,3.55955570472347,"GA012"
5,2.46897991716099,4.77619279852783,7.50494206839617,10.1517138842178,1.87883364454031,4.22775501287165,"GA02"
52,3.92075488983394,4.89180297642694,7.71378461659875,10.886819920141,2.89849186254025,4.28786450067692,"GA02"
19,3.46960022047791,5.08887226186322,7.78364059622125,10.7497849125897,2.76996454779577,4.32312678056526,"GA02"
4,1.50503325872756,3.93900322001585,6.68710860786651,9.08885047438847,0.866523972606872,3.48271620438551,"GA02"
79,3.99280389676569,5.1588408044307,7.8164169836918,11.1603563662156,3.24284070378693,4.57559966796178,"GA02"
23,3.35444276190265,4.70030940414652,7.55328660560042,10.7882463367971,2.64107844960019,4.19070436581477,"GA02"
2,1.72314114361161,4.26348578547146,7.15461535691366,9.46622213187817,1.30306221127639,3.8401896544133,"GA02"
10,3.4553423485652,5.24029833865516,7.69439280262942,10.622278113076,2.54533967942503,4.50329530297764,"GA02"
31,3.71865940143183,5.46223904137656,7.72533003791713,10.7113018080742,2.63881082142171,4.47820951018084,"GA02"
7,0.457943666742395,3.55148338616356,6.28599809450886,9.8914655773088,0.58102956518398,3.21436554652976,"GA03"
16,2.91875559034421,3.59910456029495,7.55328660560042,10.0422489945777,0.98987791095827,2.78577558446078,"GA03"
23,2.75535079014421,4.05117421953461,7.69439280262942,10.1243885912976,0.832161628701343,2.86796407819313,"GA03"
25,2.43368965461042,4.02626411829774,7.72533003791713,10.109118652099,1.02940556964006,2.90902857864887,"GA03"
29,3.61839290194557,4.11159734181439,7.8164169836918,10.1864083078862,1.44952266044847,3.05814277165326,"GA03"
11,1.37398290454299,3.99812374532406,7.15461535691366,9.94669070983678,0.270433868322106,2.661774859373,"GA03"
14,1.94839125268095,3.67240846772571,7.50494206839617,10.1223419184319,0.418922005338599,2.60285113441587,"GA03"
13,0.878971133689833,3.45374021559745,6.68710860786651,9.79272357555127,0.2827632986201,2.7966339756044,"GA03"
30,3.08998052077683,3.76768904892517,7.71378461659875,10.1710689532809,1.17467615373498,2.89406964951383,"GA03"
37,2.88342695238683,4.25124525270717,7.78364059622125,10.0459848807647,1.25715640768826,3.05069901063961,"GA03"
3,2.75888653714008,4.05251517113971,7.69439280262942,10.4948234669494,1.80151319975147,3.48608468939876,"GA04"
0,2.5332520451298,3.33984151905946,7.50494206839617,10.1829736293884,1.14081488015291,3.1067393378597,"GA04"
16,2.39575735276031,3.47611140366552,7.55328660560042,10.9850384532759,2.26349517264356,3.71085844320343,"GA04"
14,2.4036507023492,3.97022638466071,7.72533003791713,10.6655075973824,2.13683400256854,3.68797534939283,"GA04"
0,1.21452482273505,3.53450126996484,6.68710860786651,9.00270100719794,0.519276340277683,2.84375181761116,"GA04"
15,3.85361085629022,4.04370739594953,7.8164169836918,11.111820836139,2.94250262692016,3.9345037368789,"GA04"
14,2.97821532446648,3.72799763599936,7.71378461659875,11.0603373022929,2.57891872525249,3.80061948813994,"GA04"
16,2.65304627861269,4.05187617814555,7.78364059622125,10.9068729912612,2.40074236317084,3.86821425223026,"GA04"
4,1.52656658079144,3.48515200905891,7.78364059622125,9.96744778149501,-0.205828022770744,2.31422310704118,"GA05"
11,1.70505583648858,2.90926199690284,7.55328660560042,9.91773556580133,-0.0233496232871394,2.24798651253673,"GA05"
7,1.77649670478368,3.42418678099291,7.72533003791713,10.0902990146029,-0.287441443137151,2.16233325027086,"GA05"
4,1.23637697764166,3.32074769315513,7.69439280262942,10.1216185620268,-0.791380579398275,2.04516542457779,"GA05"
35,1.83378369985336,3.49657253224838,7.8164169836918,10.2402454626345,0.672052560789823,2.7022744274352,"GA05"
7,-1.27107246013667,2.8589724860275,7.50494206839617,10.068111764371,-0.971318650465134,1.78181407271456,"GA05"
22,1.75960800010994,3.4318263975765,7.71378461659875,10.0659889818808,0.375756118490099,2.46770581189715,"GA05"
5,-0.544524558179634,3.1651110834905,6.28599809450886,9.79110242194134,-1.24567324859348,2.07364897307918,"GA05"
0,1.62464128568681,4.63432089630396,7.15461535691366,9.35677565020573,1.93099356868236,4.42588700005615,"GA06"
11,3.64035905926435,5.08631032808441,7.71378461659875,9.92485757827232,2.84632506654177,4.68107049470311,"GA06"
13,3.36904884512496,5.01777794457803,7.8164169836918,10.0370126951411,3.05685787755259,4.79375839509403,"GA06"
11,1.51309654078618,3.26618230269291,6.28599809450886,9.31271643859305,0.0472842715556816,2.83705210618227,"GA06"
3,3.25030420667374,4.93663786892446,7.72533003791713,9.78408445528835,2.59146452868707,4.74478273898857,"GA06"
8,3.39699175978958,5.15390404083146,7.69439280262942,9.74132150194574,2.51737776983716,4.77131401881195,"GA06"
6,3.101203774544,4.53338602134071,7.55328660560042,9.82984101236783,2.72911108588223,4.62452772743223,"GA06"
0,2.26690020189956,4.57937106227027,7.50494206839617,9.59362803513964,2.27590389596967,4.69645880896331,"GA06"
3,1.69055250433722,4.12937273411234,6.68710860786651,9.18080856937014,1.39993623753536,3.98192941767752,"GA06"
13,3.24731439891383,4.87958450679424,7.78364059622125,9.80482676571216,2.62066171846276,4.66457434931975,"GA06"
16,1.18011789730146,3.05978834349387,7.8164169836918,9.8871040732856,0.569661124321544,2.48016200983374,"GA07"
8,2.1623497068912,2.9886150802702,7.78364059622125,9.46467246474641,0.0279501053450685,2.2242287684444,"GA07"
11,1.9655356271371,3.5442660057272,7.55328660560042,9.49401442303042,0.147767349882542,2.18770829466764,"GA07"
18,2.47966742924222,3.48568833216465,7.71378461659875,9.72292444875704,0.513033622147666,2.45945542522111,"GA07"
4,1.09860952982488,3.8392795386593,7.15461535691366,10.0853506709299,0.601240080967239,2.9982324858232,"GA09"
2,1.92269817100089,4.32942408044736,6.28599809450886,9.91180288413984,0.57095728987689,3.28237602420498,"GA09"
35,2.8285626956692,4.17799087817854,7.55328660560042,10.3644504371297,1.48974126277771,3.15327593086811,"GA09"
39,2.95332910033514,4.12078077589602,7.78364059622125,10.4706178925126,1.5069729449525,3.33926792389413,"GA09"
29,3.28629272546511,4.20303614390288,7.72533003791713,10.5288910810096,1.67052987727632,3.4449258156887,"GA09"
13,3.22119910207006,4.44346403225664,7.69439280262942,10.4512909914237,1.43959761944228,3.36429923691052,"GA09"
28,3.43677596075941,4.27857620919399,7.71378461659875,10.3374105334608,1.7385405299192,3.2264067466136,"GA09"
25,3.26030304671622,4.06558775468439,7.8164169836918,10.5151534912282,1.94471393835705,3.46192237417042,"GA09"
10,1.41819250546344,3.82801350261219,7.50494206839617,10.295934963563,0.795944560992706,2.99147833490996,"GA09"
5,1.77678401280364,3.57891955183289,6.68710860786651,9.91348738711446,0.524854433546658,3.12178918551184,"GA09"
0,1.0967785963044,4.20504421659251,7.0343879299155,9.5085913957772,1.05377483476074,4.02108593379141,"IA01"
2,1.84978613352933,4.58205022376809,7.26052259808985,9.59185425926183,1.36730569603759,3.91655548951025,"IA01"
1,1.31619095608225,4.35034108862411,7.27100853828099,9.52864863796972,1.44612877124318,3.84843237951401,"IA01"
0,1.18672631349939,4.65728170035547,7.24850407237061,9.66656196374813,1.32421809460291,4.06649816019283,"IA01"
1,2.22189894408857,4.17583858712014,7.35564110297425,9.58884529850156,1.54805772970663,3.88905981069421,"IA01"
0,0.613539452658926,3.80091116475399,6.63200177739563,9.09739561296005,0.832076460456209,3.8460787187249,"IA01"
1,2.62726488670715,4.66260930168316,7.60439634879634,9.64723954557388,1.65838102042098,3.96728627100415,"IA01"
2,1.2831781105919,3.15639045543312,6.29526600143965,8.71948076085107,0.202052936775111,3.47101964471797,"IA01"
0,1.11178610806755,4.3104474687098,7.23056315340929,9.66332499605232,1.19337570810432,4.07342074686352,"IA01"
5,0.0240736705893419,3.83464577442033,7.24850407237061,10.5226921318832,-0.0326750309595251,2.92020028959182,"IA010"
9,-0.400628176086425,3.79334124249232,7.23056315340929,10.5578419283769,-0.211057314612577,2.87581654284784,"IA010"
0,-1.13507847376044,3.76476527877387,5.24174701505964,10.3451881532264,-0.355831463678626,3.03434764413859,"IA010"
27,1.48979624512193,3.69872610631199,7.35564110297425,10.3787585348883,-0.0540566080599335,2.7458260361907,"IA010"
11,1.07117035700206,3.82941764142187,7.27100853828099,10.2737744322947,-0.243087249767127,2.71858726796821,"IA010"
10,0.403488257257655,3.51985808178649,7.26052259808985,10.3611338940306,0.0487426790854905,2.87710329830389,"IA010"
3,0.154727272945176,3.32304749779569,6.29526600143965,10.2350908120458,-0.438923580678038,2.74934804838687,"IA010"
29,1.85130583693813,4.04423483435598,7.60439634879634,10.5359819858841,0.436575310759761,3.03362498889169,"IA010"
13,3.11121600512492,3.42666522949432,7.24850407237061,10.4193305681139,1.91392809113526,3.49878973237913,"IA012"
19,2.40185397219474,2.86131579767371,7.27100853828099,10.2350908120458,1.70490008608964,3.1051084149474,"IA012"
9,2.97512045834519,3.6901157459916,7.23056315340929,10.517456235219,1.62586034548401,3.35548352849288,"IA012"
12,3.22268418499408,3.50233889976165,7.26052259808985,10.2834297034132,2.01358837003547,3.4968475421214,"IA012"
8,1.76145885960553,3.32131243112361,7.0343879299155,10.4792297509684,0.930343668308852,2.86948637848793,"IA012"
9,2.10115296074065,2.9537134763367,7.35564110297425,10.2485301017451,1.77970827071275,3.0875078818556,"IA012"
6,1.4353974997775,2.72109442549708,6.63200177739563,10.0798748698419,0.619172932355846,2.76122185288726,"IA012"
11,1.98929656695658,2.73739568736812,6.29526600143965,9.72716794793781,0.414332293883562,2.79181514486047,"IA012"
21,3.54728682717253,3.85041618902898,7.60439634879634,10.3751772595535,2.08356946778925,3.39519244427479,"IA012"
0,2.19217967258114,4.65506854898875,7.0343879299155,10.1517138842178,1.38262126096409,4.02368283664106,"IA02"
2,2.83407539887239,4.71437529728038,7.27100853828099,10.7882463367971,2.31916781870265,3.98663218958418,"IA02"
14,2.76811161393172,4.6967332480684,7.35564110297425,10.886819920141,2.58638089547379,4.08379232444633,"IA02"
11,2.5285427402803,4.63668524354266,7.26052259808985,10.7497849125897,2.43390342929135,4.11905460433467,"IA02"
1,1.37809795602113,3.95000521292709,6.63200177739563,9.46622213187817,0.752615127162956,3.63611747818271,"IA02"
0,0.323696524527272,3.59032869976231,6.29526600143965,9.08885047438847,0.283403921351678,3.27864402815493,"IA02"
8,2.44012170050442,4.82172808121273,7.60439634879634,11.1603563662156,2.93153098061909,4.37152749173119,"IA02"
3,2.15383762518957,4.82692000278517,7.24850407237061,10.7113018080742,2.17750824890912,4.27413733395025,"IA02"
3,2.59015375899369,4.57016978429441,7.23056315340929,10.622278113076,2.06714304483272,4.29922312674705,"IA02"
23,0.806106229893605,3.09619830368279,7.35564110297425,10.1710689532809,0.747790308301091,2.68999747328324,"IA03"
9,1.44454426717891,3.18638522548548,7.23056315340929,10.1243885912976,0.395627185231685,2.66389190196254,"IA03"
27,2.29353072974273,3.25120812111846,7.60439634879634,10.1864083078862,0.976004381866028,2.85407059542267,"IA03"
6,1.92666993372597,3.05619585399407,7.60439634879634,11.111820836139,2.59565245858006,3.73043156064831,"IA04"
2,1.38802034882299,2.73852469610358,7.27100853828099,10.9850384532759,1.90623131805029,3.50678626697284,"IA04"
6,1.70535936582698,3.21657328863392,7.35564110297425,11.0603373022929,2.26417538055423,3.59654731190935,"IA04"
3,1.74138725393572,3.36608813300009,7.26052259808985,10.9068729912612,1.99816708789128,3.66414207599967,"IA04"
1,0.718836912225333,2.90680003456985,7.24850407237061,10.6655075973824,1.74097156698831,3.48390317316224,"IA04"
0,3.32935018562567,4.82776381136807,7.24850407237061,9.78408445528835,2.13450757764447,4.54071056275798,"IA06"
0,3.14875542106627,4.89283115553572,7.27100853828099,9.82984101236783,2.29815111665102,4.42045555120164,"IA06"
0,2.76566506358752,4.71426207965578,7.0343879299155,9.59362803513964,1.84538069330418,4.49238663273272,"IA06"
0,3.19484103210496,5.01013894139384,7.23056315340929,9.74132150194574,2.08724426260189,4.56724184258136,"IA06"
0,1.77454791947389,3.90634018838331,6.29526600143965,9.18080856937014,0.827769108205447,3.77785724144693,"IA06"
0,3.08035650973653,4.65353523262956,7.26052259808985,9.80482676571216,2.16571185488404,4.46050217308917,"IA06"
2,3.74037948046288,5.13871827817051,7.60439634879634,10.0370126951411,2.65944845529733,4.58968621886344,"IA06"
0,1.99525076292509,4.37043037827721,6.63200177739563,9.35677565020573,1.45119777935907,4.22181482382556,"IA06"
1,3.30880780536543,4.76248805170514,7.35564110297425,9.92485757827232,2.46992611709311,4.47699831847253,"IA06"
0,-0.513887892512389,3.42316637930362,6.08677472691231,9.58884529850156,-1.48936038925291,2.10642433969115,"ID01"
1,0.990832724319065,2.89376349656628,6.04973345523196,9.52864863796972,-1.52094760643239,2.06579690851096,"ID01"
0,1.44252702223329,3.55539404819949,6.13122648948314,9.64723954557388,-1.40748851827829,2.18465080000109,"ID01"
2,0.63810247043352,3.85271783869856,6.18620862390049,9.5085913957772,-1.8660551170787,2.23845046278835,"ID01"
5,1.60336702821392,3.17357578271176,6.34212141872115,9.59185425926183,-1.63966932732366,2.13392001850719,"ID01"
0,1.52373686886417,3.58742177511471,6.27852142416584,9.66656196374813,-1.68794348883345,2.28386268918977,"ID01"
0,0.208430250876106,3.41275803296483,5.64190707093811,9.09739561296005,-2.12603169274527,2.06344324772185,"ID01"
0,-0.595221434812653,3.51352211011696,5.10594547390058,8.71948076085107,-2.60256575416802,1.68838417371491,"ID01"
2,1.11528456230671,3.29442275648404,6.12249280951439,9.66332499605232,-1.75999727996453,2.29078527586046,"ID01"
0,0.906625513317495,3.51816456698134,6.13122648948314,11.1603563662156,-0.344198461840723,2.58889202072814,"ID02"
0,1.1855302107856,3.18414762359778,6.18620862390049,10.1517138842178,-1.65577218324338,2.241047365638,"ID02"
1,1.16956086683357,2.8531347095113,6.34212141872115,10.7497849125897,-0.832644190650196,2.33641913333161,"ID02"
2,-0.0633139621730687,2.99525102001447,6.04973345523196,10.7882463367971,-0.921149835976225,2.20399671858112,"ID02"
0,1.16162448088413,3.35302540940011,6.12249280951439,10.622278113076,-0.947716677206879,2.516587655744,"ID02"
0,1.5405304375745,3.43645047668065,6.27852142416584,10.7113018080742,-0.854740145097836,2.49150186294719,"ID02"
