"onshored_patents","N_inv_nonwestern_log","N_inv_anglosaxon_log","N_patents_state_log","N_patents_TechGroup_log","imputed_N_inv_nonwestern_log","imputed_N_inv_anglosaxon_log","regio_tech"
3,3.07728992016023,4.84672570892666,6.50578406012823,9.92485757827232,0.891616020265587,2.45418945048058,"AR06"
1,2.70258055855785,4.80044761110294,6.37161184723186,9.80482676571216,0.647539113008307,2.43769330509722,"AR06"
0,3.07199788700632,4.74323352870704,7.74500280351584,9.66656196374813,2.24983425161007,4.67134431478334,"AZ01"
2,2.84396715599441,4.17672079590378,7.568895663407,9.58884529850156,2.39838431887541,4.49390596528472,"AZ01"
8,3.12780091194869,4.98483589618359,7.66011431917393,9.66332499605232,2.15093209928237,4.67826690145403,"AZ01"
4,3.18601083739635,4.35085789568703,7.73805229768932,9.64723954557388,2.50370659620372,4.57213242559467,"AZ01"
3,2.96902289755533,4.84571220566819,7.49387388678356,9.5085913957772,2.00252249884202,4.62593208838192,"AZ01"
0,1.68348823371722,2.93417107721999,6.25190388316589,8.76577054398726,0.364588050674912,2.77372329631385,"AZ01"
7,3.25631223101077,4.57862991069111,7.7066129139642,9.59185425926183,2.29081724579344,4.52140164410076,"AZ01"
0,2.02704538644283,4.75036234808589,6.90675477864855,8.71948076085107,1.24038625253636,4.07586579930849,"AZ01"
0,2.51138796288597,4.77893922021407,7.20489251020467,9.09739561296005,1.78464544238469,4.45092487331542,"AZ01"
1,2.9216633733598,4.18391602929164,7.59689443814454,9.52864863796972,2.29388007964275,4.45327853410453,"AZ01"
1,1.4668545022916,3.39769592150279,7.20489251020467,10.3857284994463,0.394913435015211,3.21225551306029,"AZ010"
3,-1.18210594265188,3.13081865557485,6.90675477864855,10.2350908120458,0.519024994524905,3.35419420297739,"AZ010"
14,0.889385216371775,3.95681029770495,7.73805229768932,10.5359819858841,1.35852270913137,3.63847114348221,"AZ010"
5,2.33613490024419,4.04063363080997,7.7066129139642,10.3611338940306,1.0339343210823,3.4819494528944,"AZ010"
1,1.28501556368146,3.18855899813906,7.568895663407,10.3787585348883,0.863244680875171,3.35067219078122,"AZ010"
1,1.51515814456359,3.57671024726595,6.25190388316589,10.3451881532264,0.476252113793697,3.63919379872911,"AZ010"
6,0.976979883776784,3.093489541532,7.66011431917393,10.5578419283769,0.871165156290457,3.48066269743835,"AZ010"
2,1.2787959530705,3.52477435659624,7.49387388678356,10.5433130671637,0.595901481652422,3.25521405634527,"AZ010"
7,1.27233980692157,3.39447761555082,7.74500280351584,10.5226921318832,0.985421581592467,3.52504644418234,"AZ010"
6,1.66927054651243,3.99487789241107,7.59689443814454,10.2737744322947,0.757122261913271,3.32343342255872,"AZ010"
9,1.4362194074028,3.54906071941639,7.74500280351584,10.1196467700759,1.53768303245401,3.51013270193207,"AZ011"
4,1.52701565673353,3.40196334040721,7.66011431917393,10.0491451249585,1.14408188635863,3.26981232225228,"AZ011"
26,2.20406576372487,3.78862695584792,7.568895663407,10.2728763320616,1.82222374116833,3.54635628069162,"AZ011"
18,1.42478919017003,3.51029947653739,7.73805229768932,10.4233522009528,2.05547599710846,3.73728694974905,"AZ011"
19,2.53099029378707,3.76331241697005,7.59689443814454,10.1315390402029,1.81447116095886,3.51386492545061,"AZ011"
11,2.11865941993867,3.91767535210274,7.7066129139642,10.1330107108144,1.75644614152392,3.66796787808679,"AZ011"
18,3.75586362284451,3.6909903114865,7.73805229768932,10.3751772595535,2.98738523712014,4.00003859886531,"AZ012"
9,2.87205097907342,3.38337706315649,7.568895663407,10.2485301017451,2.65816073432316,3.69235403644612,"AZ012"
23,2.31246876820011,3.0228003120969,7.66011431917393,10.517456235219,2.59815916804214,3.9603296830834,"AZ012"
25,2.65997134675008,3.61372460096608,7.7066129139642,10.2834297034132,2.96282113094671,4.10169369671192,"AZ012"
10,2.39441570289167,3.19468788450525,7.59689443814454,10.2350908120458,2.60880780728278,3.70995456953792,"AZ012"
23,3.18277836729065,3.45189941194289,7.74500280351584,10.4193305681139,2.87515822477663,4.10363588696965,"AZ012"
26,3.26078931835036,3.7999279939891,7.66011431917393,9.63443094420751,1.50403653271084,2.48520845966897,"AZ013"
0,2.12962850625848,3.46494327036502,6.90675477864855,8.35490952835879,0.46827238783438,2.03147241174696,"AZ013"
15,2.82780755463729,3.59614262610891,7.568895663407,9.56120848888113,1.34079805027296,2.06792074979253,"AZ013"
0,2.67437885009692,3.34218699009289,7.20489251020467,8.76013937002663,0.677713283980557,2.1807270802409,"AZ013"
2,0.857355264576178,3.33218007115731,6.25190388316589,8.3291754420774,0.432407305960625,2.16550335700019,"AZ013"
8,3.23836531515338,3.95113255007671,7.49387388678356,9.28656039788759,0.922361447718959,2.24790813469302,"AZ013"
9,3.69907211360401,3.32710522311524,7.73805229768932,9.69566355532975,1.56375777375599,2.05032795529116,"AZ013"
16,2.84958065700228,2.94426254525668,7.59689443814454,9.47270463644367,1.28303574442374,2.27351059358875,"AZ013"
20,3.3410637226146,3.92357548245519,7.74500280351584,9.72454029638112,1.42348519648103,2.53900539910627,"AZ013"
12,3.09155109231465,3.18336748398873,7.7066129139642,9.64296658814672,1.3327567108475,2.33920866332238,"AZ013"
5,2.5516293053928,4.62193287600564,7.49387388678356,10.1517138842178,2.29187126808364,4.62852899123158,"AZ02"
15,3.68150068188581,4.7869759394558,7.73805229768932,11.1603563662156,3.60790122835328,4.97637364632171,"AZ02"
19,3.35357503458428,4.80447413390843,7.74500280351584,10.7113018080742,3.01875684529786,4.87898348854077,"AZ02"
5,2.23757866477749,4.11780280713768,6.90675477864855,9.08885047438847,1.29366022727168,3.88349018274544,"AZ02"
27,3.54507609539503,4.49693385767145,7.7066129139642,10.7497849125897,3.19329108920842,4.72390075892519,"AZ02"
1,2.56254574226506,4.25187274335951,7.20489251020467,9.46622213187817,1.72385428765848,4.24096363277323,"AZ02"
27,3.63812366406692,4.37874682913341,7.568895663407,10.886819920141,3.28721643638567,4.68863847903685,"AZ02"
3,0.577558003275684,3.32938696159723,6.25190388316589,8.97246382105991,0.524073464076834,2.83163101218195,"AZ02"
16,3.30062637273184,4.46662517636954,7.59689443814454,10.7882463367971,3.05410128789086,4.5914783441747,"AZ02"
12,3.00121399906409,4.97331384747242,7.66011431917393,10.622278113076,2.94034624090604,4.90406928133757,"AZ02"
19,1.41546365694706,3.41021766799406,7.66011431917393,10.1243885912976,1.30229900705015,3.26873805655305,"AZ03"
9,2.15894191422449,3.26235878233898,7.59689443814454,10.0422489945777,1.43599778012307,3.18654956282072,"AZ03"
10,2.26708136238736,3.78907579404745,7.74500280351584,10.109118652099,1.46030703460451,3.3098025570088,"AZ03"
24,2.16920347060138,3.71989029045367,7.73805229768932,10.1864083078862,1.8391518334513,3.45891675001319,"AZ03"
1,1.20256056230042,2.83250603554869,7.20489251020467,9.94669070983678,0.733993236933243,3.06254883773293,"AZ03"
4,1.36638309720024,3.16009210426685,6.25190388316589,9.8914655773088,1.0631136188036,3.61513952488969,"AZ03"
5,1.29315734803093,3.0062712443941,7.49387388678356,10.1223419184319,0.894160409791229,3.0036251127758,"AZ03"
14,2.12519948777279,2.98106646653985,7.568895663407,10.1710689532809,1.63976550050165,3.29484362787376,"AZ03"
18,2.39228644014696,3.76155115666199,7.7066129139642,10.0459848807647,1.67121589814148,3.45147298899954,"AZ03"
8,3.77318344610969,4.42199404707995,7.73805229768932,11.111820836139,3.30414039017502,4.33527771523883,"AZ04"
0,1.3216435607156,3.85701385638215,6.90675477864855,9.00270100719794,1.05284391247207,3.24452579597109,"AZ04"
7,3.25483241683528,3.88906335367185,7.568895663407,11.0603373022929,2.97322220042228,4.20139346649986,"AZ04"
23,2.35070730476999,4.34088517179883,7.66011431917393,10.4948234669494,2.1956497161862,3.88685866775869,"AZ04"
11,2.84004575863377,4.2409947802444,7.59689443814454,10.9850384532759,2.67598365481329,4.11163242156335,"AZ04"
2,1.493762273455,3.75284995223776,7.20489251020467,9.45077359182735,1.27518730350234,3.24727789818514,"AZ04"
8,3.20264174489655,4.29621016848839,7.7066129139642,10.9068729912612,2.77513176881646,4.26898823059019,"AZ04"
1,0.847652633814238,3.48900829961552,6.25190388316589,8.72599438101457,0.732053600607745,3.04671136930395,"AZ04"
5,3.08086716282282,4.5644840537167,7.74500280351584,10.6655075973824,2.53124205587506,4.08874932775276,"AZ04"
1,2.28574973494233,3.71556306084804,7.49387388678356,10.1829736293884,1.65146344737513,3.50751331621963,"AZ04"
8,4.39987002541093,5.34454194762307,7.73805229768932,10.0370126951411,3.53639016402106,5.19453237345396,"AZ06"
1,2.59558142565638,4.71343704406764,7.20489251020467,9.35677565020573,2.38692709138239,4.82666097841607,"AZ06"
15,3.87387205074565,5.29722849867106,7.7066129139642,9.80482676571216,3.11654048028948,5.06534832767969,"AZ06"
1,1.45057317663424,3.2680786239374,6.25190388316589,9.31271643859305,0.421289048611531,3.2378260845422,"AZ06"
1,1.55101932286421,4.64186508104076,6.90675477864855,9.18080856937014,1.79687572945736,4.38270339603745,"AZ06"
15,3.64356638218356,5.32489081412125,7.74500280351584,9.78408445528835,3.07600421169991,5.1455567173485,"AZ06"
9,4.16753010421415,5.35939609844715,7.59689443814454,9.82984101236783,3.21773497998623,5.02530170579215,"AZ06"
4,3.29352199772198,5.21576595245278,7.49387388678356,9.59362803513964,2.77729231382133,5.09723278732323,"AZ06"
11,4.25990790811788,5.24301818591163,7.568895663407,9.92485757827232,3.36238005071844,5.08184447306304,"AZ06"
15,3.71533517128301,5.40233961853223,7.66011431917393,9.74132150194574,3.01859902742673,5.17208799717187,"AZ06"
3,1.51345182056919,3.31015117531909,7.59689443814454,9.49401442303042,0.508733951230388,2.58848227302757,"AZ07"
3,0.171951440712696,3.14499842865615,7.74500280351584,9.522958929718,0.367590745982418,2.52802429547202,"AZ07"
1,1.18815893182614,3.14303939183994,6.25190388316589,9.14398687142616,-0.454130028539159,2.60072042049191,"AZ07"
3,1.30300676998406,3.45101506826042,7.7066129139642,9.46467246474641,0.242367704689448,2.62500274680432,"AZ07"
2,1.19325815496229,3.15530806231592,6.25190388316589,9.91180288413984,0.995653237219537,3.68315000256491,"AZ09"
1,1.98639814210769,4.0038600508273,7.20489251020467,10.0853506709299,1.06296177918015,3.39900646418313,"AZ09"
25,3.30994248823611,4.57487583362339,7.74500280351584,10.5288910810096,2.10862882575204,3.84569979404863,"AZ09"
31,3.05436973666755,4.43577403972177,7.7066129139642,10.4706178925126,1.97738955087938,3.74004190225406,"AZ09"
12,3.65834131251864,4.5380534924894,7.73805229768932,10.5151534912282,2.35962468880788,3.86269635253035,"AZ09"
4,2.81719168960141,3.99661787740408,7.49387388678356,10.295934963563,1.34158864608557,3.39225231326989,"AZ09"
4,2.15005137656716,3.8639884059856,6.90675477864855,9.91348738711446,1.00004402894706,3.52256316387177,"AZ09"
21,3.15640283935926,4.18815814613744,7.568895663407,10.3374105334608,2.14807546037352,3.62718072497352,"AZ09"
10,2.87265608671472,4.27012825016304,7.66011431917393,10.4512909914237,1.91267610078641,3.76507321527045,"AZ09"
22,3.18005117787948,4.34607649945641,7.59689443814454,10.3644504371297,1.92404160347618,3.55404990922804,"AZ09"
155,5.57847494579704,5.9631309339334,9.90678211948556,9.66656196374813,5.53031072773677,6.80231445909487,"CA01"
258,5.85887288655981,6.15526183712385,10.0207815797585,9.59185425926183,5.5847383876998,6.65237178841229,"CA01"
188,5.67680662175252,5.76981984886706,10.0073519495664,9.52864863796972,5.56652388170208,6.58424867841605,"CA01"
26,4.21370547141167,5.60968066134739,8.91543225443266,8.76577054398726,3.63143302059594,4.90469344062537,"CA01"
47,4.72538138299397,5.65849383910506,9.0831885863157,9.09739561296005,5.04140774027824,6.58189501762694,"CA01"
104,5.36247204509055,5.85207068250453,9.83798857030343,9.66332499605232,5.42195073177813,6.80923704576556,"CA01"
30,4.18232041804574,5.46971222123666,8.85366542803745,8.71948076085107,4.50582082149255,6.20683594362001,"CA01"
196,5.85363716311829,5.83439382129628,10.3076184376312,9.64723954557388,5.78593159656556,6.70310256990619,"CA01"
50,4.8936714876567,5.67994833075057,9.45774717542607,9.5085913957772,5.26312579692044,6.75690223269345,"CA01"
205,5.71651969287945,5.72775765705703,10.1285891855565,9.58884529850156,5.6521841036979,6.62487610959625,"CA01"
82,3.96965881493386,5.22789058692286,10.1285891855565,10.3787585348883,4.10772934517068,5.48164233509274,"CA010"
77,4.20546992603286,5.25072876826639,10.0207815797585,10.3611338940306,4.29587760191618,5.61291959720592,"CA010"
26,3.42052141552783,5.39100369939678,8.91543225443266,10.3451881532264,3.71269080482437,5.77016394304063,"CA010"
54,4.27626218000285,5.28942618932887,9.45774717542607,10.5433130671637,3.85398649399748,5.38618420065679,"CA010"
28,3.47277625642885,5.16874811239131,9.0831885863157,10.3857284994463,3.64726464102992,5.34322565737181,"CA010"
64,4.06180712929384,5.31844113660891,10.0073519495664,10.2737744322947,3.99995958045198,5.45440356687025,"CA010"
57,4.37284247168297,5.49360596476546,9.90678211948556,10.5226921318832,4.27305765513064,5.65601658849386,"CA010"
60,4.14463819457996,5.42005547070004,9.83798857030343,10.5578419283769,4.16045518600547,5.61163284174988,"CA010"
92,4.56787408611314,5.69023786578276,10.3076184376312,10.5359819858841,4.61773185628824,5.76944128779374,"CA010"
16,3.30108131970793,4.90736122691233,8.85366542803745,10.2350908120458,3.74502428125596,5.48516434728891,"CA010"
64,4.46411802347412,5.60598497919882,9.45774717542607,9.93875816661805,3.73285939650573,4.878514974509,"CA011"
10,3.47727831986857,5.34950423927366,8.91543225443266,9.15345250976914,3.2350696157268,4.8777763576266,"CA011"
204,5.52247148569807,6.33492270914498,9.90678211948556,10.1196467700759,4.79515024027833,5.6411028462436,"CA011"
26,3.62211910166049,5.12726192424797,8.85366542803745,9.19390606551276,3.04767823571932,4.63656329722778,"CA011"
458,6.13233008609281,6.58598212087537,10.3076184376312,10.4233522009528,5.33407079245634,5.86825709406057,"CA011"
365,5.78054922279018,6.50843354789287,10.0207815797585,10.1330107108144,5.03018384116737,5.79893802239831,"CA011"
196,5.92084928093953,6.39753762084808,10.0073519495664,10.1315390402029,5.09635959339392,5.64483506976213,"CA011"
329,5.91561878860744,6.49534307179199,10.1285891855565,10.2728763320616,5.10577464478457,5.67732642500315,"CA011"
43,4.07891962949012,5.29298819210917,9.0831885863157,9.64962702855986,3.36411968623274,4.69693240864624,"CA011"
118,5.06968575603831,6.19873815229354,9.83798857030343,10.0491451249585,4.44804508280017,5.40078246656381,"CA011"
752,6.74118106953099,6.84803870767341,10.3076184376312,10.3751772595535,6.29924123311312,6.13100874317683,"CA012"
576,6.43511778097459,6.57007402622687,10.1285891855565,10.2485301017451,5.97047712223251,5.82332418075764,"CA012"
139,5.04918928892063,6.01788508835843,9.0831885863157,10.0798748698419,4.82291497448025,5.4970381517893,"CA012"
543,6.44319103783553,6.56978704057223,10.0073519495664,10.2350908120458,5.92404104184872,5.84092471384944,"CA012"
92,4.6808407481265,6.04777345196988,8.91543225443266,9.73352925472557,4.70147723245241,5.82531663078113,"CA012"
426,6.64721073291298,6.87935065015031,9.90678211948556,10.4193305681139,6.20446792810051,6.23460603128117,"CA012"
575,6.78371965108122,6.95990930014143,10.0207815797585,10.2834297034132,6.28743243811563,6.23266384102345,"CA012"
125,4.70650179891983,5.76479082212535,8.85366542803745,9.72716794793781,4.60768239454448,5.52763144376251,"CA012"
193,5.55990840972794,6.19855614603375,9.45774717542607,10.4792297509684,5.24476924818456,5.60530267738997,"CA012"
339,6.41613742480909,6.75709908828126,9.83798857030343,10.517456235219,5.93546625032425,6.09129982739492,"CA012"
8,4.30499870272653,4.38435968719274,8.85366542803745,8.35490952835879,3.71788643867525,4.16244255605849,"CA013"
91,5.33461315551525,4.87496288729577,10.1285891855565,9.56120848888113,4.63986375269127,4.19889089410405,"CA013"
15,4.54028182531033,4.6146069978,9.0831885863157,8.76013937002663,3.92471731382082,4.31169722455243,"CA013"
4,4.41486904291747,4.79701106849293,8.91543225443266,8.3291754420774,3.67102383542111,4.29647350131171,"CA013"
82,5.36406840004478,5.25464228029257,10.0073519495664,9.47270463644367,4.56894570075333,4.40448073790027,"CA013"
88,5.35701212056739,5.17404510380131,9.90678211948556,9.72454029638112,4.71270660667357,4.6699755434178,"CA013"
27,5.03079654969176,4.91245866492009,9.45774717542607,9.28656039788759,4.23944100558437,4.37887827900455,"CA013"
59,5.30354517337166,4.76572609741777,10.3076184376312,9.69566355532975,4.85198198281494,4.18129809960268,"CA013"
80,5.96151743912131,5.5220448724912,9.83798857030343,9.63443094420751,4.79087534449842,4.61617860398049,"CA013"
90,5.37461008474838,5.02943917715903,10.0207815797585,9.64296658814672,4.63452134216915,4.47017880763391,"CA013"
464,6.83778513208826,6.80694240325031,9.90678211948556,10.7113018080742,6.28237372607569,7.00995363285229,"CA02"
1137,7.80101104141578,7.31916322499574,10.3076184376312,11.1603563662156,6.83608258270594,7.10734379063323,"CA02"
19,4.43913838433328,5.38961381811864,8.85366542803745,9.08885047438847,4.5202238967868,6.01446032705697,"CA02"
14,4.47987558629933,5.26941506674772,8.91543225443266,8.97246382105991,3.77294976011279,4.96260115649348,"CA02"
315,6.66926112455053,6.90970578392656,9.83798857030343,10.622278113076,6.20014934917815,7.03503942564909,"CA02"
1299,7.49075314472503,6.99040158828129,10.1285891855565,10.886819920141,6.52231962151205,6.81960862334837,"CA02"
151,5.72900400403849,6.1931781052269,9.45774717542607,10.1517138842178,5.54312411685227,6.7594991355431,"CA02"
769,7.14330129298117,6.66195759444245,10.0073519495664,10.7882463367971,6.29326652328119,6.72244848848622,"CA02"
39,4.93770532281648,5.63888785450957,9.0831885863157,9.46622213187817,4.98260476044361,6.37193377708475,"CA02"
